"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.242457987E0,4.153309345E0,-3.837347507E0,3.808176517E0
4.262335382E0,5.045785427E0,-3.971018553E0,4.521531105E0
4.282238924E0,5.856653690E0,-2.939318180E0,5.058455467E0
4.302117570E0,6.487993717E0,-6.425585747E-1,5.743223667E0
4.322042830E0,6.259442329E0,2.548060417E0,5.857924938E0
4.341912570E0,4.840246201E0,6.900507927E0,5.657837868E0
4.361810018E0,1.380800724E0,1.386862373E1,5.297545910E0
4.381696007E0,-4.255219460E0,2.307010651E1,2.183895588E0
4.401615747E0,-9.040565491E0,3.283269882E1,-3.361940861E0
4.421570955E0,-1.136217308E1,4.110663986E1,-9.058679581E0
4.441384653E0,-9.781137466E0,4.148377228E1,-1.725903702E1
4.461271632E0,-3.693351746E0,3.149490166E1,-3.059505844E1
4.481196580E0,5.711556435E0,1.829877472E1,-4.372215652E1
4.501056632E0,1.145689201E1,4.398546219E0,-5.303701401E1
4.520965851E0,6.146464348E0,-1.534948063E1,-6.467049408E1
4.540840747E0,-7.093996048E0,-3.696498108E1,-6.301039124E1
4.560745955E0,-1.108690262E1,-5.711326218E1,-5.165710068E1
4.580639393E0,-1.791427612E0,-5.869341278E1,-3.442487335E1
4.600552830E0,7.477425098E0,-4.669708633E1,-1.636869240E1
4.620387987E0,1.008988476E1,-4.954101562E1,-1.165622616E1
4.640269914E0,1.368485832E1,-4.629272842E1,-4.577531815E0
4.660211528E0,1.302963543E1,-3.724887085E1,5.390397072E0
4.680086997E0,9.873136520E0,-2.950466156E1,9.014913559E0
4.699969185E0,7.271595478E0,-2.434741783E1,8.080195427E0
4.719843351E0,4.622312546E0,-1.921192360E1,7.152035236E0
4.739758664E0,2.775439262E0,-1.394217491E1,7.168015480E0
4.759657726E0,1.374779224E0,-7.934216499E0,6.185932159E0
4.779548455E0,-5.205345154E-2,-1.917242408E0,3.488349915E0
4.799498872E0,-2.632658005E0,2.719282150E0,7.372770309E-1
4.819297830E0,-5.303866386E0,6.002421856E0,2.967972755E-1
4.839224393E0,-5.837725639E0,7.525711536E0,3.130111694E-1
4.859106632E0,-4.619907856E0,7.224444389E0,-5.668011904E-1
4.878996060E0,-3.425595284E0,6.436138630E0,-4.272627831E-1
