"Time (s)","Distance (cm)"
4.826416611E-3,5.000000000E0
2.390395832E-2,0.000000000E0
4.060058331E-2,5.000000000E0
3.907497375E0,0.000000000E0
3.925331292E0,5.000000000E0
4.032032208E0,0.000000000E0
6.827875500E0,5.000000000E0
6.912972417E0,0.000000000E0
9.728510792E0,5.000000000E0
9.813900583E0,0.000000000E0
1.843274487E1,5.000000000E0
1.851856354E1,0.000000000E0
4.702185012E1,5.000000000E0
4.702186946E1,0.000000000E0
