"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.054499997E-2,-9.839109778E-3,-8.206742585E-2,-2.518161893E-2
3.054799995E-2,-2.970356315E-2,-6.433106661E-2,7.963907719E-4
5.054999999E-2,-5.713329032E-2,-1.019169688E-2,9.139198065E-4
7.055299997E-2,-4.888067633E-2,1.967938900E-2,-5.551931262E-3
9.055599995E-2,-3.426453754E-2,5.938432217E-2,-1.151784539E-2
1.105580000E-1,-1.238440275E-2,5.326228738E-2,2.820930719E-2
1.305610000E-1,-2.295748428E-2,8.859876573E-2,1.967529595E-2
1.505629999E-1,-3.748854607E-2,1.116052204E-1,4.715253174E-2
1.705660000E-1,1.257297546E-3,1.135073197E-1,6.903865993E-2
1.905690000E-1,1.365982667E-2,1.133330727E-1,1.023256892E-1
2.105709999E-1,8.193703294E-3,1.289603412E-1,1.056650341E-1
2.305740000E-1,-1.211616173E-2,1.096955198E-1,1.817010570E-1
2.505760000E-1,-5.374029726E-3,6.250848949E-2,2.110394615E-1
2.705789999E-1,-1.705194265E-2,-4.729228020E-3,1.389310133E-1
2.905810000E-1,-7.420409024E-3,-2.589673340E-2,1.048458391E-1
3.105836250E-1,-2.770732373E-2,-1.583309054E-2,9.942722440E-2
3.305866250E-1,7.402428836E-3,-1.395204127E-2,4.932418764E-2
3.505886249E-1,8.994187117E-3,-2.765031338E-2,1.634939969E-2
3.705916250E-1,5.920305848E-4,-4.605442464E-2,-4.143337011E-3
3.905936250E-1,8.039482981E-3,-8.811929405E-2,-1.280540228E-3
4.105966249E-1,-8.899608403E-3,-1.014445138E-1,-2.469220698E-2
4.305996250E-1,-2.049492940E-2,-8.303455532E-2,-2.189139068E-2
4.506016250E-1,-1.958495647E-2,-4.305363357E-2,-3.156151593E-2
4.706046249E-1,1.646005824E-2,-1.237797081E-2,3.042481720E-2
4.906066250E-1,6.775841206E-2,-5.300851822E-2,9.113762677E-2
5.106096250E-1,1.151044866E-1,-3.871616900E-2,1.825781393E-1
5.306116250E-1,1.508239576E-1,-2.480388880E-2,3.381070590E-1
5.506146250E-1,2.197882117E-1,5.002468407E-2,4.808364236E-1
5.706176250E-1,3.998111178E-1,2.476003468E-2,8.107556266E-1
5.906196250E-1,6.532073709E-1,-1.705305362E-1,1.094616897E0
6.106226250E-1,1.005432240E0,-4.504566300E-1,1.158661450E0
6.306246250E-1,1.168421037E0,-8.489490545E-1,1.160467654E0
6.506276250E-1,1.170515656E0,-1.112329867E0,9.861294115E-1
6.706306250E-1,1.141316415E0,-1.251200069E0,7.484114438E-1
6.906326250E-1,1.120578826E0,-1.346979800E0,4.706599295E-1
7.106356250E-1,1.063868144E0,-1.570109550E0,3.172108644E-1
7.306376250E-1,1.052553343E0,-1.762889911E0,2.306048298E-1
7.506406250E-1,9.984758073E-1,-1.924030403E0,1.800299227E-1
7.706436250E-1,8.328284271E-1,-2.007654943E0,2.545421612E-1
7.906456250E-1,6.111422092E-1,-2.082369495E0,3.979907334E-1
8.106486250E-1,4.399702334E-1,-2.101676416E0,5.394185078E-1
8.306506250E-1,2.576914716E-1,-1.959851031E0,6.850574470E-1
8.506536250E-1,4.341908455E-2,-1.665183522E0,8.837598681E-1
8.706556250E-1,-9.686819047E-2,-1.465888193E0,1.028692464E0
8.906586250E-1,-3.003010091E-1,-1.291780915E0,1.090899822E0
9.106616250E-1,-4.367232746E-1,-1.077247742E0,1.079888930E0
9.306636250E-1,-5.912660614E-1,-7.526237780E-1,9.497673315E-1
9.506666250E-1,-7.415661085E-1,-3.676413453E-1,9.117844033E-1
9.706686250E-1,-8.194770411E-1,1.309250057E-2,9.030480784E-1
9.906716250E-1,-8.903388628E-1,2.862124354E-1,7.059951568E-1
1.010674625E0,-9.859718290E-1,5.343875635E-1,2.116019636E-1
1.030676625E0,-1.132961767E0,9.525862741E-1,-2.299452639E-1
1.050679625E0,-1.274528413E0,1.478887723E0,-4.532650477E-1
1.070681625E0,-1.372537395E0,1.852351141E0,-5.146309912E-1
1.090684625E0,-1.306082620E0,2.189781092E0,-6.136705452E-1
1.110687625E0,-1.192806265E0,2.329331326E0,-6.985721165E-1
1.130689625E0,-1.081085270E0,2.253318107E0,-7.258084470E-1
1.150692625E0,-9.734655118E-1,2.132149181E0,-8.532642996E-1
1.170694625E0,-8.060684985E-1,2.010640531E0,-8.381369680E-1
1.190697625E0,-7.361498326E-1,1.726035495E0,-7.623857045E-1
1.210700625E0,-7.143803564E-1,1.502069594E0,-9.426688117E-1
1.230702625E0,-6.319635594E-1,1.308243166E0,-9.639836669E-1
