"Time (s)","Distance (cm)"
1.013149337E1,0.000000000E0
1.015149337E1,5.000000000E0
1.017149337E1,5.000000000E0
1.019149337E1,5.000000000E0
1.021149337E1,5.000000000E0
1.023149337E1,5.000000000E0
1.025149337E1,5.000000000E0
1.027149337E1,5.000000000E0
1.029149337E1,5.000000000E0
1.031149337E1,5.000000000E0
1.033149337E1,5.000000000E0
1.035149337E1,5.000000000E0
1.037149337E1,5.000000000E0
1.039149337E1,5.000000000E0
1.041149337E1,5.000000000E0
1.043149337E1,5.000000000E0
1.045149337E1,5.000000000E0
1.047149337E1,5.000000000E0
1.049149337E1,5.000000000E0
1.051149337E1,5.000000000E0
1.053149337E1,5.000000000E0
1.055149337E1,5.000000000E0
1.057149337E1,5.000000000E0
1.059149337E1,0.000000000E0
1.061149337E1,0.000000000E0
1.063149337E1,0.000000000E0
1.065149337E1,5.000000000E0
1.067149337E1,5.000000000E0
1.069149337E1,5.000000000E0
1.071149337E1,5.000000000E0
1.073149337E1,5.000000000E0
1.075149337E1,5.000000000E0
1.077149337E1,0.000000000E0
1.079149337E1,0.000000000E0
1.081149337E1,0.000000000E0
1.083149337E1,0.000000000E0
1.085149337E1,0.000000000E0
1.087149337E1,0.000000000E0
1.089149337E1,0.000000000E0
1.091149337E1,0.000000000E0
1.093149337E1,0.000000000E0
1.095149337E1,0.000000000E0
1.097149337E1,0.000000000E0
1.099149337E1,0.000000000E0
1.101149337E1,0.000000000E0
1.103149337E1,0.000000000E0
1.105149337E1,0.000000000E0
1.107149337E1,0.000000000E0
1.109149337E1,0.000000000E0
1.111149337E1,0.000000000E0
1.113149337E1,0.000000000E0
1.115149337E1,0.000000000E0
1.117149337E1,0.000000000E0
1.119149337E1,0.000000000E0
1.121149337E1,0.000000000E0
1.123149337E1,0.000000000E0
1.125149337E1,0.000000000E0
1.127149337E1,0.000000000E0
1.129149337E1,0.000000000E0
1.131149337E1,0.000000000E0
1.133149337E1,0.000000000E0
1.135149337E1,5.000000000E0
1.137149337E1,5.000000000E0
1.139149337E1,0.000000000E0
1.141149337E1,0.000000000E0
1.143149337E1,0.000000000E0
1.145149337E1,0.000000000E0
1.147149337E1,0.000000000E0
1.149149337E1,0.000000000E0
1.151149337E1,0.000000000E0
1.153149337E1,0.000000000E0
1.155149337E1,0.000000000E0
1.157149337E1,0.000000000E0
1.159149337E1,0.000000000E0
1.161149337E1,0.000000000E0
1.163149337E1,0.000000000E0
1.165149337E1,0.000000000E0
1.167149337E1,0.000000000E0
1.169149337E1,0.000000000E0
1.171149337E1,0.000000000E0
1.173149337E1,0.000000000E0
1.175149337E1,0.000000000E0
1.177149337E1,0.000000000E0
1.179149337E1,0.000000000E0
1.181149337E1,0.000000000E0
1.183149337E1,0.000000000E0
1.185149337E1,0.000000000E0
1.187149337E1,0.000000000E0
1.189149337E1,0.000000000E0
1.191149337E1,0.000000000E0
1.193149337E1,0.000000000E0
1.195149337E1,0.000000000E0
1.197149337E1,0.000000000E0
1.199149337E1,0.000000000E0
1.201149337E1,0.000000000E0
1.203149337E1,0.000000000E0
1.205149337E1,0.000000000E0
1.207149337E1,0.000000000E0
1.209149337E1,0.000000000E0
1.211149337E1,0.000000000E0
1.213149337E1,0.000000000E0
1.215149337E1,0.000000000E0
1.217149337E1,0.000000000E0
1.219149337E1,0.000000000E0
1.221149337E1,0.000000000E0
1.223149337E1,0.000000000E0
1.225149337E1,0.000000000E0
1.227149337E1,0.000000000E0
1.229149337E1,0.000000000E0
1.231149337E1,0.000000000E0
1.233149337E1,0.000000000E0
1.235149337E1,0.000000000E0
1.237149337E1,0.000000000E0
1.239149337E1,0.000000000E0
1.241149337E1,0.000000000E0
1.243149337E1,0.000000000E0
1.245149337E1,0.000000000E0
1.247149337E1,0.000000000E0
1.249149337E1,0.000000000E0
1.251149337E1,0.000000000E0
1.253149337E1,0.000000000E0
1.255149337E1,0.000000000E0
1.257149337E1,0.000000000E0
1.259149337E1,0.000000000E0
1.261149337E1,0.000000000E0
1.263149337E1,0.000000000E0
1.265149337E1,0.000000000E0
1.267149337E1,0.000000000E0
1.269149337E1,0.000000000E0
1.271149337E1,0.000000000E0
1.273149337E1,0.000000000E0
1.275149337E1,0.000000000E0
1.277149337E1,0.000000000E0
1.279149337E1,0.000000000E0
1.281149337E1,0.000000000E0
1.283149337E1,0.000000000E0
1.285149337E1,0.000000000E0
1.287149337E1,0.000000000E0
1.289149337E1,0.000000000E0
1.291149337E1,0.000000000E0
1.293149337E1,0.000000000E0
1.295149337E1,0.000000000E0
1.297149337E1,0.000000000E0
1.299149337E1,0.000000000E0
1.301149337E1,0.000000000E0
1.303149337E1,0.000000000E0
1.305149337E1,0.000000000E0
1.307149337E1,0.000000000E0
1.309149337E1,0.000000000E0
1.311149337E1,0.000000000E0
1.313149337E1,0.000000000E0
1.315149337E1,0.000000000E0
1.317149337E1,5.000000000E0
1.319149337E1,5.000000000E0
1.321149337E1,5.000000000E0
1.323149337E1,5.000000000E0
1.325149337E1,5.000000000E0
1.327149337E1,5.000000000E0
1.329149337E1,5.000000000E0
1.331149337E1,5.000000000E0
1.333149337E1,5.000000000E0
1.335149337E1,5.000000000E0
1.337149337E1,5.000000000E0
1.339149337E1,0.000000000E0
1.341149337E1,0.000000000E0
1.343149337E1,0.000000000E0
1.345149337E1,5.000000000E0
1.347149337E1,5.000000000E0
1.349149337E1,5.000000000E0
1.351149337E1,5.000000000E0
1.353149337E1,5.000000000E0
1.355149337E1,0.000000000E0
1.357149337E1,0.000000000E0
1.359149337E1,0.000000000E0
1.361149337E1,0.000000000E0
1.363149337E1,0.000000000E0
1.365149337E1,0.000000000E0
1.367149337E1,5.000000000E0
1.369149337E1,5.000000000E0
1.371149337E1,5.000000000E0
1.373149337E1,5.000000000E0
1.375149337E1,5.000000000E0
1.377149337E1,5.000000000E0
1.379149337E1,0.000000000E0
1.381149337E1,0.000000000E0
1.383149337E1,0.000000000E0
1.385149337E1,0.000000000E0
1.387149337E1,0.000000000E0
1.389149337E1,0.000000000E0
1.391149337E1,0.000000000E0
1.393149337E1,0.000000000E0
1.395149337E1,0.000000000E0
1.397149337E1,0.000000000E0
1.399149337E1,0.000000000E0
1.401149337E1,0.000000000E0
1.403149337E1,0.000000000E0
1.405149337E1,0.000000000E0
1.407149337E1,5.000000000E0
1.409149337E1,5.000000000E0
1.411149337E1,5.000000000E0
1.413149337E1,5.000000000E0
1.415149337E1,5.000000000E0
1.417149337E1,5.000000000E0
1.419149337E1,5.000000000E0
1.421149337E1,5.000000000E0
1.423149337E1,5.000000000E0
1.425149337E1,5.000000000E0
1.427149337E1,5.000000000E0
1.429149337E1,5.000000000E0
1.431149337E1,0.000000000E0
1.433149337E1,0.000000000E0
1.435149337E1,0.000000000E0
1.437149337E1,0.000000000E0
1.439149337E1,0.000000000E0
1.441149337E1,0.000000000E0
1.443149337E1,0.000000000E0
1.445149337E1,0.000000000E0
1.447149337E1,0.000000000E0
1.449149337E1,0.000000000E0
1.451149337E1,0.000000000E0
1.453149337E1,0.000000000E0
1.455149337E1,0.000000000E0
1.457149337E1,0.000000000E0
1.459149337E1,0.000000000E0
1.461149337E1,0.000000000E0
1.463149337E1,0.000000000E0
1.465149337E1,5.000000000E0
1.467149337E1,5.000000000E0
1.469149337E1,5.000000000E0
1.471149337E1,5.000000000E0
1.473149337E1,5.000000000E0
1.475149337E1,0.000000000E0
1.477149337E1,0.000000000E0
1.479149337E1,0.000000000E0
1.481149337E1,0.000000000E0
1.483149337E1,0.000000000E0
1.485149337E1,0.000000000E0
1.487149337E1,0.000000000E0
1.489149337E1,0.000000000E0
1.491149337E1,0.000000000E0
1.493149337E1,0.000000000E0
1.495149337E1,0.000000000E0
1.497149337E1,0.000000000E0
1.499149337E1,0.000000000E0
1.501149337E1,5.000000000E0
1.503149337E1,0.000000000E0
1.505149337E1,0.000000000E0
1.507149337E1,0.000000000E0
1.509149337E1,5.000000000E0
1.511149337E1,5.000000000E0
1.513149337E1,5.000000000E0
1.515149337E1,5.000000000E0
1.517149337E1,5.000000000E0
1.519149337E1,5.000000000E0
1.521149337E1,5.000000000E0
1.523149337E1,5.000000000E0
1.525149337E1,5.000000000E0
1.527149337E1,5.000000000E0
1.529149337E1,5.000000000E0
1.531149337E1,0.000000000E0
1.533149337E1,0.000000000E0
1.535149337E1,0.000000000E0
1.537149337E1,0.000000000E0
1.539149337E1,0.000000000E0
1.541149337E1,0.000000000E0
1.543149337E1,5.000000000E0
1.545149337E1,5.000000000E0
1.547149337E1,5.000000000E0
1.549149337E1,5.000000000E0
1.551149337E1,5.000000000E0
1.553149337E1,5.000000000E0
1.555149337E1,5.000000000E0
1.557149337E1,5.000000000E0
1.559149337E1,5.000000000E0
1.561149337E1,5.000000000E0
1.563149337E1,5.000000000E0
1.565149337E1,5.000000000E0
1.567149337E1,5.000000000E0
1.569149337E1,5.000000000E0
1.571149337E1,5.000000000E0
1.573149337E1,5.000000000E0
1.575149337E1,5.000000000E0
1.577149337E1,5.000000000E0
1.579149337E1,5.000000000E0
1.581149337E1,5.000000000E0
1.583149337E1,5.000000000E0
1.585149337E1,5.000000000E0
1.587149337E1,5.000000000E0
1.589149337E1,5.000000000E0
1.591149337E1,5.000000000E0
1.593149337E1,5.000000000E0
1.595149337E1,5.000000000E0
1.597149337E1,5.000000000E0
1.599149337E1,5.000000000E0
1.601149337E1,5.000000000E0
1.603149337E1,5.000000000E0
1.605149337E1,5.000000000E0
1.607149337E1,5.000000000E0
1.609149337E1,5.000000000E0
1.611149337E1,5.000000000E0
1.613149337E1,5.000000000E0
1.615149337E1,5.000000000E0
1.617149337E1,5.000000000E0
1.619149337E1,5.000000000E0
1.621149337E1,0.000000000E0
1.623149337E1,0.000000000E0
1.625149337E1,0.000000000E0
1.627149337E1,0.000000000E0
1.629149337E1,0.000000000E0
1.631149337E1,0.000000000E0
1.633149337E1,0.000000000E0
1.635149337E1,0.000000000E0
1.637149337E1,0.000000000E0
1.639149337E1,0.000000000E0
1.641149337E1,0.000000000E0
1.643149337E1,0.000000000E0
1.645149337E1,0.000000000E0
1.647149337E1,0.000000000E0
1.649149337E1,5.000000000E0
1.651149337E1,5.000000000E0
1.653149337E1,5.000000000E0
1.655149337E1,5.000000000E0
1.657149337E1,5.000000000E0
1.659149337E1,5.000000000E0
1.661149337E1,5.000000000E0
1.663149337E1,5.000000000E0
1.665149337E1,5.000000000E0
1.667149337E1,5.000000000E0
1.669149337E1,5.000000000E0
1.671149337E1,5.000000000E0
1.673149337E1,5.000000000E0
1.675149337E1,5.000000000E0
1.677149337E1,5.000000000E0
1.679149337E1,5.000000000E0
1.681149337E1,5.000000000E0
1.683149337E1,5.000000000E0
1.685149337E1,5.000000000E0
1.687149337E1,5.000000000E0
1.689149337E1,5.000000000E0
1.691149337E1,0.000000000E0
1.693149337E1,0.000000000E0
1.695149337E1,0.000000000E0
1.697149337E1,0.000000000E0
1.699149337E1,0.000000000E0
1.701149337E1,0.000000000E0
1.703149337E1,0.000000000E0
1.705149337E1,5.000000000E0
1.707149337E1,5.000000000E0
1.709149337E1,5.000000000E0
1.711149337E1,5.000000000E0
1.713149337E1,5.000000000E0
1.715149337E1,5.000000000E0
1.717149337E1,5.000000000E0
1.719149337E1,5.000000000E0
1.721149337E1,5.000000000E0
1.723149337E1,5.000000000E0
1.725149337E1,5.000000000E0
1.727149337E1,5.000000000E0
1.729149337E1,5.000000000E0
1.731149337E1,5.000000000E0
1.733149337E1,5.000000000E0
1.735149337E1,5.000000000E0
1.737149337E1,5.000000000E0
1.739149337E1,5.000000000E0
1.741149337E1,5.000000000E0
1.743149337E1,5.000000000E0
1.745149337E1,5.000000000E0
1.747149337E1,5.000000000E0
1.749149337E1,5.000000000E0
1.751149337E1,5.000000000E0
1.753149337E1,5.000000000E0
1.755149337E1,5.000000000E0
1.757149337E1,5.000000000E0
1.759149337E1,5.000000000E0
1.761149337E1,0.000000000E0
1.763149337E1,0.000000000E0
1.765149337E1,0.000000000E0
1.767149337E1,0.000000000E0
1.769149337E1,0.000000000E0
1.771149337E1,0.000000000E0
1.773149337E1,0.000000000E0
1.775149337E1,0.000000000E0
1.777149337E1,0.000000000E0
1.779149337E1,0.000000000E0
1.781149337E1,0.000000000E0
1.783149337E1,0.000000000E0
1.785149337E1,0.000000000E0
1.787149337E1,5.000000000E0
1.789149337E1,5.000000000E0
1.791149337E1,5.000000000E0
1.793149337E1,5.000000000E0
1.795149337E1,5.000000000E0
1.797149337E1,5.000000000E0
1.799149337E1,5.000000000E0
1.801149337E1,5.000000000E0
1.803149337E1,5.000000000E0
1.805149337E1,5.000000000E0
1.807149337E1,5.000000000E0
1.809149337E1,5.000000000E0
1.811149337E1,5.000000000E0
1.813149337E1,5.000000000E0
1.815149337E1,5.000000000E0
1.817149337E1,5.000000000E0
1.819149337E1,5.000000000E0
1.821149337E1,5.000000000E0
1.823149337E1,5.000000000E0
1.825149337E1,5.000000000E0
1.827149337E1,5.000000000E0
1.829149337E1,5.000000000E0
1.831149337E1,5.000000000E0
1.833149337E1,5.000000000E0
1.835149337E1,5.000000000E0
1.837149337E1,5.000000000E0
1.839149337E1,5.000000000E0
1.841149337E1,5.000000000E0
1.843149337E1,5.000000000E0
1.845149337E1,5.000000000E0
1.847149337E1,5.000000000E0
1.849149337E1,5.000000000E0
1.851149337E1,0.000000000E0
1.853149337E1,0.000000000E0
1.855149337E1,0.000000000E0
1.857149337E1,0.000000000E0
1.859149337E1,0.000000000E0
1.861149337E1,0.000000000E0
1.863149337E1,0.000000000E0
1.865149337E1,0.000000000E0
1.867149337E1,5.000000000E0
1.869149337E1,5.000000000E0
1.871149337E1,5.000000000E0
1.873149337E1,5.000000000E0
1.875149337E1,5.000000000E0
1.877149337E1,5.000000000E0
1.879149337E1,5.000000000E0
1.881149337E1,5.000000000E0
1.883149337E1,5.000000000E0
1.885149337E1,5.000000000E0
1.887149337E1,5.000000000E0
1.889149337E1,5.000000000E0
1.891149337E1,5.000000000E0
1.893149337E1,5.000000000E0
1.895149337E1,5.000000000E0
1.897149337E1,5.000000000E0
1.899149337E1,5.000000000E0
1.901149337E1,5.000000000E0
1.903149337E1,5.000000000E0
1.905149337E1,5.000000000E0
1.907149337E1,5.000000000E0
1.909149337E1,5.000000000E0
1.911149337E1,5.000000000E0
