"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.054499997E-2,1.285882574E-2,3.101473488E-2,3.298466653E-2
3.054799995E-2,5.645879079E-3,1.966289990E-2,2.307564579E-2
5.054999999E-2,-4.486643709E-3,4.542552400E-3,2.049324661E-2
7.055299997E-2,-1.152377483E-2,-6.421666592E-3,2.057719976E-2
9.055599995E-2,-2.103982307E-2,-2.919452731E-3,3.213085979E-2
1.105580000E-1,-2.349950187E-2,8.469069377E-3,4.118181020E-2
1.305610000E-1,-2.479855716E-2,8.849996142E-3,4.055130854E-2
1.505629999E-1,-1.824343950E-2,3.806533059E-3,3.875939921E-2
1.705660000E-1,-5.257877521E-3,-1.350431237E-2,2.902195230E-2
1.905690000E-1,3.678838722E-3,-1.331536844E-2,1.311855391E-2
2.105709999E-1,1.458533574E-2,-4.557422362E-3,2.157048322E-3
2.305740000E-1,3.125006706E-2,5.877641961E-3,-5.079559051E-3
2.505760000E-1,4.927298054E-2,1.936085057E-3,-8.670375100E-4
2.705789999E-1,6.664713472E-2,-5.999978632E-3,7.578239311E-4
2.905810000E-1,7.815206051E-2,-2.148740366E-2,-4.280610941E-3
3.105836250E-1,7.949505746E-2,-2.802129835E-2,-5.952676293E-3
3.305866250E-1,6.777337939E-2,-2.138346061E-2,-1.715539582E-2
3.505886249E-1,5.244584009E-2,-1.690426096E-2,-2.216040716E-2
3.705916250E-1,4.207685590E-2,-1.032882184E-2,-2.108915150E-2
3.905936250E-1,3.739206865E-2,-1.321867947E-2,-1.470102742E-2
4.105966249E-1,2.622405440E-2,-2.090974897E-2,-1.017258782E-2
4.305996250E-1,1.891691424E-2,-3.289945796E-2,-1.031140517E-2
4.506016250E-1,4.926777910E-3,-4.198674113E-2,-1.116967574E-2
4.706046249E-1,-3.871205030E-3,-4.464954138E-2,-1.795820706E-2
4.906066250E-1,-1.904166490E-2,-4.410340637E-2,-2.833208442E-2
5.106096250E-1,-2.639833465E-2,-5.373060703E-2,-4.910820350E-2
5.306116250E-1,-4.473209754E-2,-9.061466902E-2,-8.244065940E-2
