"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.566495828E-2,-2.039121866E0,1.165473938E0,-1.367051005E0
3.551495832E-2,-2.001608133E0,9.855425954E-1,-1.757483482E0
5.536495830E-2,-1.864537597E0,7.173966765E-1,-2.098454714E0
7.521495828E-2,-1.641089797E0,4.139240980E-1,-2.315753460E0
9.506495832E-2,-1.245551229E0,2.136501111E-2,-2.248511553E0
1.149149583E-1,-8.838654757E-1,-4.346871972E-1,-2.117017984E0
1.347649583E-1,-6.131001711E-1,-8.115285635E-1,-1.995275855E0
1.546149583E-1,-4.481953084E-1,-1.072579741E0,-1.741995692E0
1.744649583E-1,-3.278245926E-1,-1.289739847E0,-1.346070290E0
1.943149583E-1,-1.015078649E-1,-1.423156619E0,-7.560311556E-1
2.141639583E-1,2.010991275E-1,-1.592152119E0,-8.490828425E-2
2.340139583E-1,2.790855169E-1,-1.645030499E0,3.241524398E-1
2.538639583E-1,2.730769813E-1,-1.546022654E0,6.705700159E-1
2.737139583E-1,2.892358601E-1,-1.420842290E0,9.087157845E-1
2.935639583E-1,2.924706936E-1,-1.456242204E0,1.096702933E0
3.134139583E-1,2.671484947E-1,-1.384250283E0,1.169923544E0
3.332639583E-1,3.178961575E-1,-1.031848431E0,1.175535560E0
3.531139583E-1,3.662268221E-1,-3.375894725E-1,1.033850312E0
3.729639583E-1,4.217828810E-1,3.655908108E-1,9.134930372E-1
3.928139583E-1,6.056287885E-1,9.654532671E-1,7.609369159E-1
4.126629583E-1,9.102177024E-1,1.372667551E0,6.236746311E-1
4.325129583E-1,1.090489030E0,1.703828096E0,2.926951647E-1
4.523629583E-1,1.296063185E0,1.855040550E0,-2.493306249E-2
4.722129583E-1,1.776900053E0,1.738463283E0,-7.691597193E-2
4.920629583E-1,2.156250477E0,1.755020976E0,-1.974173039E-1
5.119129583E-1,2.427810907E0,1.798022151E0,-1.801405400E-1
5.317629583E-1,2.698042631E0,1.703312516E0,9.182650596E-2
5.516129583E-1,2.840381145E0,1.376704335E0,5.681559443E-1
5.714629583E-1,2.637788057E0,1.067031264E0,7.980957627E-1
5.913119583E-1,1.887614489E0,9.820150733E-1,8.313289881E-1
6.111619583E-1,7.282690406E-1,1.129557729E0,5.375882983E-1
6.310119583E-1,-4.337098897E-1,9.735211134E-1,-7.059013471E-3
6.508619583E-1,-1.277754307E0,6.757650971E-1,-3.589034379E-1
6.707120833E-1,-1.716275096E0,4.246993065E-1,-8.539650589E-2
6.905620833E-1,-1.756868958E0,4.207807779E-1,5.284133554E-1
7.104120833E-1,-1.274745941E0,6.741483808E-1,1.251342893E0
7.302620833E-1,-4.133163095E-1,7.484917641E-1,1.727190614E0
7.501120833E-1,5.484902263E-1,5.801870227E-1,1.762216330E0
7.699620833E-1,1.313398242E0,2.494141608E-1,1.190655351E0
7.898110833E-1,1.672579288E0,3.368246555E-2,8.975496888E-2
8.096610833E-1,1.701541543E0,-8.534815907E-2,-9.105092883E-1
8.295110833E-1,1.435228825E0,-2.795341909E-1,-1.424161077E0
8.493610833E-1,7.438821793E-1,-7.761503756E-2,-1.111465693E0
8.692110833E-1,1.320027113E-1,2.490845323E-1,2.167788595E-1
8.890610833E-1,-3.442544043E-1,6.153482199E-1,1.348850369E0
9.089110833E-1,-5.690183640E-1,6.259371638E-1,1.511349797E0
9.287610833E-1,-3.399694562E-1,3.050552905E-1,1.046821594E0
9.486110833E-1,1.136097461E-1,-3.625259921E-2,3.187669218E-1
9.684610833E-1,5.757665634E-1,-2.227198333E-1,-4.312462211E-1
9.883100833E-1,8.742224574E-1,-1.235611364E-1,-1.182531714E0
1.008160083E0,1.022004843E0,3.179528713E-1,-1.395812154E0
1.028010083E0,9.097560048E-1,9.581442475E-1,-1.052460790E0
1.047860083E0,6.161316037E-1,1.484805465E0,-5.325023532E-1
1.067710083E0,2.699987292E-1,1.704066753E0,-1.941450238E-1
1.087560083E0,1.744606532E-2,1.434346914E0,-7.440459728E-2
1.107410083E0,-5.928618461E-2,6.836038232E-1,-1.791681945E-1
1.127260083E0,-1.244125590E-1,-1.343372464E-1,-4.548879266E-1
1.147110083E0,-1.023107246E-1,-6.598728299E-1,-7.247897387E-1
1.166960083E0,-6.612640806E-3,-7.205212712E-1,-8.445625901E-1
1.186809083E0,7.354068011E-2,-3.708159626E-1,-8.166232705E-1
1.206659083E0,1.038913429E-1,-2.955231071E-2,-5.317237973E-1
1.226509083E0,1.065189317E-1,4.644345492E-2,-1.589656919E-1
1.246359083E0,7.362648845E-2,-6.298010051E-2,2.232879996E-1
1.266209083E0,-9.820256382E-3,-2.095227391E-1,5.625662208E-1
1.286059083E0,-1.597074866E-1,-3.574563265E-1,8.439447284E-1
1.305909083E0,-3.641662896E-1,-5.002973676E-1,1.049745679E0
1.325759083E0,-5.642893910E-1,-5.540241599E-1,1.121759892E0
1.345609083E0,-7.451141477E-1,-5.694968104E-1,1.033682942E0
1.365459083E0,-8.615910411E-1,-5.644416809E-1,8.773071170E-1
1.385309083E0,-9.351968765E-1,-5.162198544E-1,6.552919745E-1
1.405158083E0,-9.884607792E-1,-4.077011645E-1,3.306119740E-1
1.425008083E0,-9.907499552E-1,-2.430688143E-1,-6.430183351E-2
1.444858083E0,-9.519641995E-1,6.082156301E-2,-4.533126950E-1
1.464708083E0,-9.156311154E-1,3.578818738E-1,-8.275350332E-1
1.484558083E0,-8.197640777E-1,6.415089965E-1,-1.240130186E0
1.504408083E0,-6.378427148E-1,8.290820718E-1,-1.568129182E0
1.524258083E0,-4.454476237E-1,9.027658701E-1,-1.793561339E0
1.544108083E0,-2.638961077E-1,9.234793782E-1,-1.952609897E0
1.563958083E0,-9.247817099E-2,8.623221517E-1,-1.984670043E0
1.583808083E0,1.336921658E-2,7.470075488E-1,-1.854271293E0
1.603657083E0,8.923832327E-2,6.137990952E-1,-1.507542849E0
1.623507083E0,7.271957397E-2,4.724432826E-1,-1.031875610E0
1.643357083E0,7.036492229E-2,2.114806175E-1,-3.595518172E-1
1.663206958E0,1.962563023E-2,-8.472635597E-2,2.854809165E-1
1.683056958E0,-5.802917480E-2,-3.554848433E-1,6.881759167E-1
1.702906958E0,-1.393573135E-1,-6.963645220E-1,9.700505137E-1
1.722756958E0,-2.173648775E-1,-1.014048219E0,1.113786578E0
1.742606958E0,-2.724845409E-1,-1.210475802E0,1.120671868E0
1.762456958E0,-3.037809432E-1,-1.291676998E0,1.033831716E0
1.782305958E0,-3.453864753E-1,-1.266913056E0,8.762167692E-1
1.802155958E0,-3.725492060E-1,-1.143868804E0,6.546195745E-1
1.822005958E0,-3.935456574E-1,-8.556223512E-1,3.360370994E-1
1.841855958E0,-4.351690412E-1,-4.751795828E-1,6.733554602E-2
1.861705958E0,-4.536375105E-1,-5.813185871E-2,-1.458198279E-1
1.881555958E0,-4.534263313E-1,3.163041472E-1,-4.029784203E-1
1.901405958E0,-4.708868861E-1,6.266844273E-1,-7.239598036E-1
1.921255958E0,-4.363279045E-1,8.503417373E-1,-1.018192530E0
1.941105958E0,-4.292099476E-1,9.351815581E-1,-1.209754586E0
1.960955958E0,-4.393864274E-1,8.289890885E-1,-1.216429353E0
1.980805958E0,-3.539166451E-1,6.012502909E-1,-1.025744677E0
2.000654958E0,-2.657073140E-1,4.038237035E-1,-7.506434917E-1
2.020504958E0,-1.791382730E-1,2.114588469E-1,-3.856564760E-1
2.040354958E0,-4.376868531E-2,-1.962747797E-2,1.153313369E-1
2.060204958E0,1.268136948E-1,-2.996275127E-1,7.124263048E-1
2.080054958E0,3.076390028E-1,-5.827486515E-1,1.240571976E0
2.099904958E0,4.003202319E-1,-7.809877992E-1,1.574265718E0
2.119754958E0,4.467674494E-1,-9.260795116E-1,1.750672340E0
2.139604958E0,4.781298637E-1,-9.980792403E-1,1.807178974E0
2.159454958E0,4.982260168E-1,-9.967175126E-1,1.794209361E0
2.179303958E0,4.848347604E-1,-8.561075330E-1,1.649417043E0
2.199153958E0,4.868724048E-1,-6.475305557E-1,1.464939833E0
2.219003958E0,4.629392326E-1,-4.115707874E-1,1.237524033E0
2.238853958E0,4.081802070E-1,-1.119815931E-1,9.502365589E-1
2.258703958E0,3.649125993E-1,1.297896504E-1,6.938520074E-1
2.278553958E0,3.470130265E-1,3.182472587E-1,4.095363617E-1
2.298403958E0,3.219978213E-1,4.536843598E-1,9.606540203E-2
2.318253958E0,2.796966732E-1,5.346106887E-1,-2.250089645E-1
2.338103958E0,2.394858003E-1,6.142471433E-1,-6.043235064E-1
2.357953958E0,2.015037090E-1,7.886599898E-1,-1.028600693E0
2.377803958E0,1.237881929E-1,9.748396873E-1,-1.394902468E0
2.397652958E0,4.128251597E-2,1.005387425E0,-1.591475606E0
2.417502958E0,-4.186501354E-2,8.735100031E-1,-1.626388311E0
2.437352958E0,-1.391416341E-1,6.588782072E-1,-1.548524022E0
2.457202958E0,-1.998287588E-1,4.146160781E-1,-1.349219322E0
2.477052958E0,-1.537068039E-1,1.401523799E-1,-9.698284268E-1
2.496902958E0,-6.893406808E-2,-1.594540924E-1,-4.851093888E-1
2.516752958E0,2.941193804E-2,-5.173603296E-1,2.735123783E-2
2.536602958E0,1.395267397E-1,-8.444843888E-1,3.983438313E-1
2.556452958E0,2.515581250E-1,-1.093660235E0,6.807411909E-1
2.576301958E0,3.496600688E-1,-1.162588120E0,8.803936243E-1
2.596151958E0,3.898830712E-1,-1.061943769E0,9.622622728E-1
2.616001958E0,3.213562369E-1,-8.071116805E-1,9.141238332E-1
2.635851958E0,1.991593242E-1,-5.085158348E-1,8.129100204E-1
2.655701958E0,-4.205672070E-3,-2.383144945E-1,5.998601317E-1
2.675552417E0,-2.476537377E-1,-1.359462142E-1,2.956931293E-1
2.695402417E0,-4.852754176E-1,-1.946643591E-1,-5.764459074E-2
2.715252417E0,-7.515929341E-1,-2.744691372E-1,-5.041835308E-1
2.735102417E0,-9.766086340E-1,-1.872763485E-1,-1.078852892E0
2.754952417E0,-9.530275464E-1,-1.352990270E-1,-1.505189180E0
2.774802417E0,-5.719932318E-1,2.647400834E-2,-1.739748359E0
2.794651417E0,-3.646806255E-2,4.757559597E-1,-1.727984309E0
2.814501417E0,6.070613265E-1,1.023265839E0,-1.256720662E0
2.834351417E0,1.216809630E0,1.561185002E0,-5.162606835E-1
2.854201417E0,1.182469010E0,1.865186095E0,1.309654564E-1
2.874051417E0,3.431625664E-1,1.674208045E0,5.412658453E-1
2.893901417E0,-8.450633883E-1,1.111408472E0,6.590138674E-1
2.913751417E0,-1.966937065E0,4.871232808E-1,3.124937117E-1
2.933601417E0,-2.800205946E0,-4.922886938E-2,-5.723564625E-1
2.953451417E0,-3.300211191E0,-4.883855283E-1,-1.751519918E0
2.973301417E0,-3.611219645E0,-9.314445853E-1,-2.928872824E0
2.993150417E0,-3.770612001E0,-1.299654126E0,-4.118439674E0
3.013000417E0,-3.648763180E0,-1.253182292E0,-5.429184914E0
3.032850417E0,-3.112662792E0,-9.681982398E-1,-6.555951118E0
3.052700417E0,-2.684831619E0,7.201518118E-2,-7.489831924E0
3.072550417E0,-2.242352724E0,1.632338762E0,-8.334021568E0
