"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.403074708E0,1.597183794E-1,-3.484643400E-1,-2.902094126E-1
3.422966010E0,1.985993832E-1,-4.374778867E-1,-2.741643488E-1
3.442894031E0,2.151770741E-1,-5.131760240E-1,-2.352833450E-1
3.462764865E0,2.263620198E-1,-5.659716129E-1,-1.921414137E-1
3.482650229E0,2.641777992E-1,-5.414712429E-1,-1.681070924E-1
3.502541062E0,2.993970513E-1,-4.625774324E-1,-1.649113894E-1
3.522442573E0,2.908086181E-1,-4.471315742E-1,-1.590526104E-1
3.542329552E0,2.780258060E-1,-5.462648273E-1,-1.468024254E-1
3.562245802E0,3.079189062E-1,-6.800181270E-1,-1.420088708E-1
3.582109448E0,3.569196463E-1,-7.642381191E-1,-1.499981284E-1
3.602005750E0,3.841496706E-1,-7.850101590E-1,-1.436067224E-1
3.621913198E0,3.995955288E-1,-7.487922311E-1,-1.382805556E-1
3.641795073E0,4.363460839E-1,-6.587134600E-1,-1.361500919E-1
3.661675177E0,4.714987576E-1,-5.238283277E-1,-1.569221467E-1
3.681565281E0,4.784893692E-1,-4.065861404E-1,-1.915422082E-1
3.701440021E0,4.661726058E-1,-3.404751122E-1,-2.352833450E-1
3.721363198E0,4.597811997E-1,-3.037245572E-1,-2.699034214E-1
3.741270698E0,4.469984174E-1,-2.402766198E-1,-2.912746668E-1
3.761117625E0,4.070521593E-1,-1.448716968E-1,-2.966008186E-1
3.781006219E0,3.409411311E-1,-4.041227698E-2,-2.854158878E-1
3.800927885E0,2.726996541E-1,5.925358832E-2,-2.709686458E-1
3.820796115E0,2.151770741E-1,1.477345079E-1,-2.358159572E-1
3.840702781E0,1.458703429E-1,2.292914093E-1,-1.808898896E-1
3.860574604E0,4.300878197E-2,2.916075289E-1,-1.254977584E-1
3.880489344E0,-6.784202904E-2,3.241637349E-1,-7.696308941E-2
3.900392417E0,-1.723680198E-1,3.412074447E-1,-1.464695390E-2
3.920283927E0,-2.741643488E-1,3.603816330E-1,4.720313847E-2
3.940178562E0,-3.626452684E-1,3.881442845E-1,1.015966013E-1
3.960037677E0,-4.457334578E-1,4.126446545E-1,1.580539495E-1
3.979925437E0,-5.246272683E-1,4.424711764E-1,2.129800320E-1
3.999841323E0,-5.886078477E-1,4.754934013E-1,2.550567389E-1
4.019722677E0,-6.403381824E-1,5.075169802E-1,2.934716940E-1
4.039618510E0,-6.845453978E-1,5.298868418E-1,3.328853250E-1
4.059483458E0,-7.090457082E-1,5.490610600E-1,3.547225893E-1
4.079378667E0,-7.101109624E-1,5.746932030E-1,3.611139953E-1
4.099270437E0,-6.893389225E-1,6.007914543E-1,3.600487709E-1
4.119182260E0,-6.483274698E-1,6.300853491E-1,3.440702558E-1
4.139070750E0,-5.886078477E-1,6.620423198E-1,3.142437339E-1
4.158968927E0,-5.081161261E-1,7.063160539E-1,2.711018026E-1
4.178876062E0,-4.249613881E-1,7.494580150E-1,2.177735716E-1
4.198745073E0,-3.615800440E-1,7.521210909E-1,1.766955256E-1
4.218637000E0,-3.087844253E-1,7.127074599E-1,1.330209672E-1
4.238543615E0,-2.394776940E-1,6.561835408E-1,8.987903595E-2
4.258432833E0,-1.713027805E-1,6.087806821E-1,4.081173986E-2
4.278345073E0,-1.078548431E-1,5.511915088E-1,-7.190322969E-3
4.298222781E0,-5.612446368E-2,4.738955498E-1,-4.553871229E-2
4.318074396E0,-7.656362373E-3,3.752949238E-1,-8.761541545E-2
4.337987365E0,3.608476743E-2,2.468677461E-1,-1.025952548E-1
4.357895281E0,7.549838722E-2,1.280276924E-1,-1.116497368E-1
4.377756271E0,1.005313694E-1,3.262276202E-2,-1.249651462E-1
4.397676844E0,1.187069044E-1,-5.159722641E-2,-1.276282370E-1
4.417573510E0,1.416094154E-1,-1.043928340E-1,-1.270956099E-1
4.437466323E0,1.597183794E-1,-1.539261788E-1,-1.079214215E-1
4.457355073E0,1.613162309E-1,-2.227002829E-1,-8.122401685E-2
4.477213615E0,1.575879157E-1,-3.191704452E-1,-6.950645149E-2
4.497133615E0,1.746316403E-1,-4.241624773E-1,-6.684337556E-2
4.517023927E0,2.039921284E-1,-4.945344329E-1,-6.950645149E-2
4.536926948E0,2.167749256E-1,-5.078498721E-1,-8.655018359E-2
4.556816115E0,2.242315561E-1,-5.019910336E-1,-1.116497368E-1
4.576707990E0,2.402100414E-1,-5.110455155E-1,-1.452045739E-1
4.596609969E0,2.593842447E-1,-5.185021758E-1,-1.942718774E-1
4.616491010E0,2.700365782E-1,-5.025236607E-1,-2.443378270E-1
4.636374812E0,2.801562846E-1,-4.742949903E-1,-2.870137095E-1
4.656277885E0,2.849498391E-1,-4.625774324E-1,-3.258947134E-1
4.676198719E0,2.956687510E-1,-4.593817294E-1,-3.583843410E-1
4.696035750E0,3.265604973E-1,-4.193689227E-1,-3.685040474E-1
4.715928979E0,3.606479466E-1,-3.303554058E-1,-3.610474169E-1
4.735856062E0,3.675719798E-1,-2.248307467E-1,-3.424058259E-1
4.755726271E0,3.595827222E-1,-1.432738453E-1,-3.093836308E-1
4.775620281E0,3.483977616E-1,-8.095771074E-2,-2.688381970E-1
4.795489187E0,3.164407909E-1,-4.094489291E-2,-2.230331600E-1
4.815376479E0,2.663082480E-1,-2.230331674E-2,-1.686397046E-1
4.835277677E0,2.194380015E-1,3.262276063E-3,-1.302913129E-1
4.855205229E0,1.575879157E-1,4.806863889E-2,-9.826774895E-2
4.875053823E0,7.869409025E-2,1.104513481E-1,-6.844121963E-2
4.894976010E0,-1.458037738E-2,1.653108448E-1,-4.394086078E-2
4.914862677E0,-1.174419373E-1,1.844850481E-1,-3.275591508E-2
4.934761427E0,-2.181730419E-1,1.535932869E-1,-1.784265228E-2
4.954642677E0,-3.082517982E-1,9.014534205E-2,5.659050308E-3
4.974517729E0,-3.962001204E-1,4.860125855E-2,2.163754590E-2
4.994436635E0,-4.718982279E-1,4.700340703E-2,3.921389207E-2
5.014341531E0,-5.310186744E-1,6.990591437E-2,6.158378348E-2
5.034248354E0,-5.747597814E-1,9.280842543E-2,8.501891047E-2
5.054107260E0,-6.013906002E-1,1.013302878E-1,1.031944528E-1
5.073971167E0,-5.880752206E-1,7.256899774E-2,1.234338731E-1
5.093899240E0,-5.363448262E-1,2.782921307E-2,1.442059278E-1
5.113778667E0,-4.729634523E-1,1.131810131E-3,1.591191888E-1
5.133658979E0,-4.057871997E-1,-2.596505452E-3,1.842187345E-1
5.153546896E0,-3.481980562E-1,4.487293959E-2,2.140452564E-1
5.173452573E0,-2.810883522E-1,1.519954354E-1,2.177735716E-1
5.193332260E0,-2.155099511E-1,2.596505582E-1,2.342846841E-1
5.213236219E0,-1.734332591E-1,3.326855898E-1,2.412087023E-1
5.233128198E0,-1.483336985E-1,3.342834413E-1,2.369477749E-1
5.253008094E0,-1.190397888E-1,2.830856740E-1,2.097843289E-1
5.272916323E0,-9.453943372E-2,2.229000032E-1,1.649779677E-1
5.292817469E0,-7.689651102E-2,1.802241057E-1,1.159772426E-1
5.312697990E0,-6.730940938E-2,1.626477689E-1,6.744256616E-2
5.332566167E0,-5.612446368E-2,1.509302109E-1,2.270277962E-2
5.352451375E0,-3.695027158E-2,1.386800259E-1,-3.169068322E-2
5.372354812E0,-2.310224064E-2,1.088534966E-1,-8.388710022E-2
5.392281687E0,-2.330197254E-3,5.978620425E-2,-1.223020703E-1
5.412204865E0,1.637795754E-2,1.231675688E-2,-1.489328891E-1
5.432053667E0,2.703028731E-2,-4.041227698E-2,-1.537264436E-1
5.451926583E0,3.821523488E-2,-9.800143540E-2,-1.494655013E-1
5.471826635E0,5.259587988E-2,-1.576544940E-1,-1.393457949E-1
5.491716219E0,7.177007198E-2,-2.184393406E-1,-1.244325340E-1
5.511578719E0,9.467258304E-2,-2.680392563E-1,-1.105845049E-1
5.531496531E0,1.176416725E-1,-3.021267056E-1,-9.347419441E-2
5.551380906E0,1.325549334E-1,-3.133116663E-1,-8.708280325E-2
5.571282677E0,1.464029700E-1,-3.042571843E-1,-8.708280325E-2
5.591169969E0,1.693054736E-1,-2.909417748E-1,-9.240896255E-2
5.611055594E0,1.911427528E-1,-2.701697350E-1,-1.164432839E-1
5.630943823E0,2.146444470E-1,-2.472006381E-1,-1.569221467E-1
5.650836896E0,2.322207987E-1,-2.179067284E-1,-2.081198990E-1
5.670747052E0,2.364817262E-1,-1.832866520E-1,-2.608489394E-1
5.690631115E0,2.130466104E-1,-1.715690941E-1,-3.008617461E-1
5.710518562E0,1.991985738E-1,-1.896780580E-1,-3.242968917E-1
5.730401896E0,2.039921284E-1,-2.019282281E-1,-3.328187466E-1
5.750293719E0,2.077204436E-1,-1.848845035E-1,-3.365470469E-1
5.770211427E0,2.146444470E-1,-1.774278730E-1,-3.216337860E-1
5.790106896E0,2.391448170E-1,-1.715690941E-1,-2.966008186E-1
5.809997990E0,2.726996541E-1,-1.443390697E-1,-2.725664973E-1
5.829864448E0,2.908086181E-1,-1.027949899E-1,-2.464682907E-1
5.849748250E0,2.919404209E-1,-7.935985923E-2,-2.240983993E-1
5.869651740E0,2.902759910E-1,-8.575125784E-2,-2.049241960E-1
5.889544552E0,2.726996541E-1,-1.043928340E-1,-1.840855777E-1
5.909444917E0,2.428731322E-1,-9.800143540E-2,-1.643787771E-1
5.929344552E0,2.055899799E-1,-7.449973375E-2,-1.430741102E-1
5.949213510E0,1.559900641E-1,-6.810833514E-2,-1.079214215E-1
5.969120906E0,1.053249165E-1,-6.651048362E-2,-7.270215452E-2
