"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.849819443E0,-6.696987152E-1,1.129260159E1,5.391743660E0
2.869721266E0,-1.261835098E0,1.029168224E1,4.453606129E0
2.889582673E0,-8.621063828E-1,7.205036640E0,4.690820217E0
2.909488714E0,6.797518581E-2,4.213861942E0,4.598078251E0
2.929381996E0,7.593114376E-1,2.269479036E0,4.526641369E0
2.949264131E0,1.036471725E0,1.834530950E0,4.654602051E0
2.969164652E0,8.882712126E-1,2.750764608E0,4.586893559E0
2.989053037E0,4.266923964E-1,3.983572006E0,4.474977493E0
3.008943871E0,-2.956021577E-2,4.889153481E0,4.308135033E0
3.028831735E0,-1.872812808E-1,5.518639565E0,3.897155046E0
3.048721214E0,-6.591129117E-3,5.920498371E0,3.233048916E0
3.068587464E0,3.350157738E-1,5.932216167E0,2.623868704E0
3.088483193E0,4.997274280E-1,5.464245796E0,2.114287853E0
3.108385693E0,4.778901637E-1,4.512859821E0,1.607969284E0
3.128268975E0,5.876757503E-1,3.149960518E0,1.271089315E0
3.148155381E0,9.714259505E-1,1.695984125E0,1.156510234E0
3.168063454E0,1.308838487E0,4.311530590E-1,1.092529655E0
3.187946214E0,1.294457912E0,-4.552539587E-1,8.559147120E-1
3.207841475E0,1.113235116E0,-1.006911516E0,6.453315020E-1
3.227731110E0,1.082809329E0,-1.241395950E0,6.139070988E-1
3.247596110E0,1.113235116E0,-1.094327211E0,6.139070988E-1
3.267496631E0,1.012503982E0,-7.222945690E-1,5.706986189E-1
3.287384131E0,8.184318542E-1,-2.905423045E-1,4.630434811E-1
3.307282568E0,6.447322965E-1,-5.925358739E-3,3.596493006E-1
3.327201891E0,5.503925681E-1,-4.320851341E-2,3.330184817E-1
3.347083766E0,5.594470501E-1,-2.047244757E-1,2.983984053E-1
3.366944548E0,5.066514611E-1,-2.926727831E-1,2.147110254E-1
3.386850641E0,3.808873892E-1,-4.067192972E-1,1.997311860E-1
3.406745121E0,2.758953571E-1,-5.506588817E-1,2.216350436E-1
3.426594496E0,1.890122890E-1,-6.220294833E-1,2.738314569E-1
3.446500589E0,8.721595258E-2,-4.920045137E-1,3.607145250E-1
3.466406996E0,-2.636451647E-2,-1.748979539E-1,4.012599587E-1
3.486277777E0,-1.537264436E-1,1.380142570E-1,3.804213405E-1
3.506179964E0,-2.496639937E-1,2.584521770E-1,3.665733039E-1
3.526087985E0,-2.907420397E-1,2.254299372E-1,4.278907776E-1
3.545942048E0,-3.578517139E-1,2.339518070E-1,4.955996573E-1
3.565840277E0,-4.431369305E-1,2.984649837E-1,4.966649115E-1
3.585719600E0,-4.623111188E-1,3.085846901E-1,4.742284119E-1
3.605634496E0,-4.095821083E-1,2.382127345E-1,4.257603288E-1
3.625519131E0,-3.535907865E-1,1.571884453E-1,3.969990313E-1
3.645405329E0,-3.285578191E-1,1.438730359E-1,3.697690070E-1
3.665284443E0,-3.056553006E-1,1.380142570E-1,2.968005538E-1
3.685187152E0,-2.379464209E-1,8.255556226E-2,2.179067284E-1
3.705086683E0,-1.505307406E-1,4.740286991E-2,1.390129030E-1
3.724978558E0,-1.132475883E-1,6.284874678E-2,1.080545783E-1
3.744848818E0,-8.814803511E-2,7.776200771E-2,1.139799356E-1
3.764763975E0,-5.619104207E-2,9.906667471E-2,7.343450189E-2
3.784647100E0,-3.115806542E-2,7.935985923E-2,1.910761744E-2
3.804522360E0,2.536586113E-2,-2.563216910E-2,-2.410089783E-2
3.824405902E0,8.987903595E-2,-1.657768935E-1,-8.435314149E-2
3.844282464E0,1.276948154E-1,-2.857487500E-1,-1.514628232E-1
3.864177308E0,1.426080763E-1,-3.539902568E-1,-2.106498331E-1
3.884110068E0,1.489994675E-1,-3.278254569E-1,-2.677063644E-1
3.904005954E0,1.500647068E-1,-2.590513527E-1,-3.502619267E-1
3.923860641E0,1.532603949E-1,-2.574535012E-1,-3.726983964E-1
3.943766371E0,1.874144375E-1,-3.320863843E-1,-3.396095932E-1
3.963653037E0,2.417413145E-1,-4.115128219E-1,-2.996633649E-1
3.983537829E0,2.417413145E-1,-4.429371953E-1,-2.868805826E-1
4.003431787E0,2.023276985E-1,-4.429371953E-1,-3.257615864E-1
4.023331162E0,2.145778835E-1,-4.669715166E-1,-2.932719588E-1
4.043233454E0,2.417413145E-1,-4.637758136E-1,-2.677063644E-1
4.063087516E0,2.374803871E-1,-4.472647011E-1,-2.874131799E-1
4.083055850E0,2.497305721E-1,-4.141759276E-1,-2.964676619E-1
4.102872464E0,2.886781394E-1,-3.102491200E-1,-2.521939278E-1
4.122744808E0,2.977326214E-1,-1.733001024E-1,-1.637129933E-1
4.142637881E0,2.598502934E-1,-5.812177807E-2,-9.500546753E-2
4.162516214E0,2.060560137E-1,3.408745676E-2,-4.913387448E-2
4.182425693E0,1.543256342E-1,1.726343334E-1,-1.291595027E-2
4.202287048E0,7.276873291E-2,3.490635455E-1,4.840152711E-2
4.222194287E0,-3.275591508E-2,5.499930978E-1,1.326215118E-1
4.242080485E0,-2.011958808E-1,7.093786001E-1,1.991985738E-1
4.261964548E0,-4.484631121E-1,7.376073003E-1,2.589181960E-1
4.281897464E0,-7.288191319E-1,7.072481513E-1,3.287575543E-1
4.301749443E0,-1.018762231E0,8.308817744E-1,4.076513648E-1
4.321661110E0,-1.276748300E0,1.089400530E0,4.135101438E-1
4.341552725E0,-1.562963128E0,9.209605455E-1,3.202356696E-1
4.361444808E0,-1.957964897E0,8.628387749E-2,2.067217827E-1
4.381330485E0,-2.303832769E0,-6.950645447E-1,4.094489291E-2
4.401248714E0,-2.503164530E0,-1.264298439E0,-2.223673910E-1
4.421111110E0,-2.504762411E0,-2.006233215E0,-5.608451962E-1
4.441040121E0,-2.332660675E0,-2.992838860E0,-1.057576656E0
4.460911371E0,-2.006965637E0,-4.001814365E0,-1.859763741E0
4.480780693E0,-1.553376079E0,-4.943080902E0,-3.041972637E0
4.500677204E0,-8.647694588E-1,-5.922762394E0,-4.377109051E0
4.520560485E0,-5.832150951E-2,-6.999380112E0,-5.925491810E0
4.540434131E0,3.137111366E-1,-8.099499702E0,-7.612421513E0
4.560329600E0,-5.305526257E-1,-8.925654411E0,-9.200218201E0
