"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.844282464E0,-5.981521606E-1,-4.946956635E-1,5.271422863E-2
3.864177308E0,-3.219318390E-1,-2.976565361E-1,1.311521530E-1
3.884110068E0,-2.263741493E-1,-1.136670113E-1,-1.338464022E-2
3.904005954E0,-2.654929161E-1,2.013301849E-2,-2.656733990E-1
3.923860641E0,-2.227830887E-1,-9.165287018E-2,-2.685119510E-1
3.943766371E0,-9.404850006E-2,-3.312301636E-1,-1.401426196E-1
3.963653037E0,-2.163362503E-2,-2.490615845E-1,-2.426493168E-2
3.983537829E0,-7.313728333E-3,-1.149702072E-2,4.131937027E-2
4.003431787E0,2.482757568E-1,-5.158424377E-3,-1.523937583E-1
4.023331162E0,5.382361412E-1,-4.476881027E-2,-1.355445385E-1
4.043233454E0,6.478490829E-1,1.585855484E-1,1.209651232E-1
4.063087516E0,7.426395416E-1,4.756636620E-1,2.104852200E-1
4.083055850E0,8.463783264E-1,6.225404739E-1,1.256155968E-1
4.102872464E0,1.011914730E0,6.784930229E-1,1.696329117E-1
4.122744808E0,1.255291939E0,6.583395004E-1,1.584229469E-1
4.142637881E0,1.635635376E0,9.116640091E-1,4.946100712E-2
4.162516214E0,2.147789001E0,1.285461903E0,-8.814358711E-2
4.182425693E0,2.574079275E0,1.634885788E0,9.780108929E-2
4.202287048E0,3.002345562E0,1.699961185E0,1.078540087E-1
4.222194287E0,3.321947098E0,2.077716351E0,1.285450459E-1
4.242080485E0,3.236674309E0,2.529148579E0,2.352154255E-1
4.261964548E0,2.809069157E0,2.686508656E0,2.412315607E-1
4.281897464E0,2.486797333E0,2.967853069E0,-3.032594919E-2
4.301749443E0,2.414379358E0,3.270203114E0,-3.245649338E-1
4.321661110E0,1.629220009E0,3.264321804E0,1.823729873E-1
4.341552725E0,7.790236473E-1,3.779021263E0,1.493429542E0
4.361444808E0,1.398810387E0,4.333392143E0,2.143349648E0
4.381330485E0,2.435520172E0,5.305193424E0,2.790815830E0
4.401248714E0,3.473193407E0,6.080544949E0,4.947745323E0
4.421111110E0,4.923812389E0,8.511718750E0,8.014028549E0
4.441040121E0,7.072620392E0,1.271258926E1,9.775056839E0
4.460911371E0,9.516461372E0,1.680204010E1,1.054110146E1
4.480780693E0,1.033035088E1,2.044869423E1,8.396739006E0
4.500677204E0,8.878559113E0,1.984336472E1,1.801785469E0
4.520560485E0,6.848997116E0,1.033513641E1,-3.684708595E0
4.540434131E0,6.080766201E0,-1.191037416E0,-7.077142239E0
4.560329600E0,7.202532768E0,-1.528297806E1,-1.044310570E1
4.580211839E0,7.950588703E0,-3.585155869E1,-9.661765099E0
4.600134496E0,8.103935242E0,-5.631885529E1,-5.751578331E0
4.620050746E0,4.952539444E0,-4.550765610E1,-2.510766983E-1
4.639904912E0,-5.832734108E0,-1.815822029E1,-4.900575161E0
4.659794131E0,-5.166958809E0,-2.010284424E0,-4.680325031E0
4.679672777E0,5.006095409E0,-9.749011040E0,-9.823598862E-1
4.699583350E0,7.119457245E0,-1.489875603E1,-2.764497757E0
4.719434287E0,8.176721573E0,-1.307263851E1,-4.585306644E0
4.739370121E0,5.982940197E0,-1.102674675E1,-2.039360046E0
4.759221527E0,3.708656311E0,-1.015113544E1,6.918144226E-2
4.779114808E0,1.468126297E0,-8.444608688E0,1.554636955E-1
4.799037881E0,-1.207713127E0,-7.353466988E0,4.191608429E-1
4.818931996E0,-1.712621689E0,-7.333910942E0,1.360342026E0
4.838802881E0,-1.094645977E0,-5.666690826E0,5.369834900E-1
4.858684183E0,-4.249739647E-1,-1.280477405E0,-1.354926586E0
4.878574183E0,2.604460716E-1,1.770967007E0,-1.961934805E0
4.898440277E0,8.226804733E-1,2.936678886E0,-4.515743256E-2
4.918359912E0,8.124475479E-1,4.001772881E0,1.822286844E0
4.938246631E0,1.468660831E0,5.869189739E0,1.173010111E0
4.958141058E0,2.191840649E0,6.769034386E0,5.617406368E-1
4.978056891E0,1.050790787E0,6.350401878E0,2.495413303E0
4.997932621E0,-3.974585533E-1,5.108367443E0,3.889913082E0
5.017817673E0,2.110395432E-1,5.189461231E0,3.636881351E0
5.037715121E0,1.899828911E0,5.478044987E0,2.257145882E0
5.057557725E0,3.353652239E0,4.750116348E0,1.584260583E0
5.077491006E0,2.732945442E0,3.658347130E0,2.135579586E0
5.097343610E0,2.144495487E0,2.699221134E0,1.935955524E0
5.117272725E0,2.346271515E0,2.393573284E0,9.470703602E-1
5.137161735E0,2.791955709E0,2.081694126E0,3.402200937E-1
5.157070173E0,2.805097342E0,1.603429317E0,4.506564140E-1
5.176920902E0,2.342864990E0,1.272679329E0,9.537439346E-1
5.196830225E0,1.985790253E0,1.099580288E0,9.212948084E-1
5.216727100E0,1.936903954E0,1.079946995E0,3.114140034E-1
5.236570329E0,2.057935715E0,1.032165527E0,1.164854765E-1
5.256502933E0,2.133890152E0,9.167642593E-1,3.198494911E-1
5.276379391E0,1.874118805E0,7.536425591E-1,5.850840807E-1
5.296257100E0,1.693427563E0,8.452944756E-1,6.447824240E-1
5.316158975E0,1.455554485E0,9.934997559E-1,3.024430275E-1
5.336067256E0,1.115983963E0,1.029578209E0,3.717534542E-1
5.355939287E0,6.893167496E-1,7.799935341E-1,4.208154678E-1
5.375830537E0,4.102053642E-1,6.549592018E-1,3.191217184E-1
5.395737829E0,3.539195061E-1,6.773138046E-1,4.116902351E-1
5.415587360E0,6.435804367E-1,6.422691345E-1,4.819831848E-1
5.435498871E0,6.545782089E-1,3.401536942E-1,2.864018679E-1
5.455396996E0,3.345274925E-1,8.568477631E-2,3.923726082E-2
5.475285277E0,1.781959534E-1,1.180605888E-1,-2.137732506E-1
5.495194235E0,1.510658264E-1,3.643164635E-1,-3.075363636E-1
5.515096996E0,2.211041451E-1,5.067443848E-1,-2.873482704E-1
5.534949548E0,3.886837959E-1,4.455494881E-1,-4.205830097E-1
5.554850746E0,4.757275581E-1,2.933335304E-1,-3.632558584E-1
5.574735173E0,4.549489021E-1,2.320623398E-1,-1.944857836E-1
5.594620068E0,3.480134010E-1,3.595504761E-1,-4.228222370E-2
5.614516371E0,1.865959167E-1,4.142522812E-1,2.218532562E-2
5.634374756E0,-6.312322617E-2,2.659268379E-1,1.500706673E-1
