"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.719060906397570E9,"2024-06-22 14:55:06.398 UTC+02:00"
"PAUSE",2.255794915416627E2,1.719061131976623E9,"2024-06-22 14:58:51.977 UTC+02:00"
"START",2.255794915416627E2,1.719061364812923E9,"2024-06-22 15:02:44.813 UTC+02:00"
"PAUSE",4.511595957083336E2,1.719061590396228E9,"2024-06-22 15:06:30.396 UTC+02:00"
