"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.043187498E-2,7.608418934E-2,-1.316500604E-1,1.577168016E-1
3.043187500E-2,5.914970264E-3,-1.031940007E-1,1.818343735E-1
5.043287500E-2,1.245921057E-2,-1.039447832E-1,1.947251451E-1
7.043287499E-2,6.757670984E-2,-9.617734194E-2,1.810210258E-1
9.043287500E-2,2.149265077E-1,-1.223915792E-1,1.270354378E-1
1.104328750E-1,3.426802760E-1,-9.447112441E-2,-6.715527177E-3
1.304338750E-1,3.948063397E-1,-1.112339222E-1,-1.141224468E-1
1.504338750E-1,4.729132637E-1,-1.254362243E-1,-2.137416060E-1
1.704338750E-1,4.473858185E-1,-1.547132331E-1,-3.460260893E-1
1.904348750E-1,3.515860971E-1,-2.190074623E-2,-3.510791069E-1
2.104348750E-1,2.206770251E-1,2.427664536E-1,-3.258988036E-1
2.304348750E-1,-5.199468412E-2,5.548604196E-1,-2.701368316E-1
2.504348750E-1,-1.353416269E-1,6.015989685E-1,-3.678554995E-1
2.704358750E-1,-5.330424115E-2,4.982991332E-1,-7.030686253E-1
2.904358750E-1,-7.171719633E-3,3.053831166E-1,-7.432354885E-1
3.104358750E-1,3.474375341E-2,-1.767145514E-2,-5.824201012E-1
3.304368750E-1,-5.053061441E-2,-2.060541254E-1,-4.793350048E-1
3.504368750E-1,-2.377174925E-1,-1.640407115E-1,-2.447084601E-1
3.704368750E-1,-2.734943759E-1,-4.415963441E-1,9.717429221E-2
3.904368750E-1,-3.238824278E-1,-9.050443178E-1,3.501264493E-1
4.104378750E-1,-3.077990399E-1,-9.079147160E-1,4.418354952E-1
4.304378750E-1,-2.371743958E-2,-7.452603793E-1,1.089350894E-2
4.504378750E-1,3.297948034E-1,-5.222130758E-1,-5.217523152E-1
4.704378750E-1,5.547376281E-1,-4.968332362E-1,-1.753053725E-2
4.904388750E-1,1.098384550E0,-6.608651769E-1,8.231026071E-1
5.104388750E-1,1.424179127E0,-5.743170297E-1,1.151897390E0
5.304388750E-1,1.569069476E0,-9.930794120E-2,1.249269026E0
5.504398750E-1,1.498333223E0,3.559200168E-1,1.699083632E0
5.704398750E-1,1.419427679E0,5.472590393E-1,1.997744936E0
5.904398750E-1,1.303531187E0,7.948956388E-1,1.963245340E0
6.104408750E-1,9.377572967E-1,7.806103063E-1,1.807933206E0
6.304405833E-1,8.339734581E-1,7.515806347E-1,1.005507376E0
6.504405833E-1,9.168550356E-1,6.536234003E-1,-1.475322676E-1
6.704405833E-1,6.296968132E-1,4.900101203E-1,-8.110756154E-1
6.904415833E-1,2.885512485E-1,3.753275102E-1,-8.051272430E-1
7.104415833E-1,-1.176598661E-2,4.044665247E-1,-3.786627620E-1
7.304415833E-1,-9.071699269E-2,9.520319581E-2,2.223637640E-2
7.504425833E-1,-1.750368391E-1,-2.105342621E-1,-1.313883975E-1
7.704425833E-1,-4.281704061E-1,-3.439852649E-1,-2.828742599E-1
7.904425833E-1,-6.297530926E-1,-2.906580734E-1,-2.134640095E-1
8.104435833E-1,-7.626173273E-1,-2.985114688E-1,-8.183821499E-2
8.304435833E-1,-8.026646150E-1,-3.541869020E-1,-1.235401185E-1
8.504435833E-1,-7.263604973E-1,-4.006184721E-1,-3.365516996E-1
8.704435833E-1,-6.073030736E-1,-4.455946702E-1,-5.847718513E-1
8.904445833E-1,-5.471192177E-1,-3.484642321E-1,-8.156476995E-1
9.104445833E-1,-5.053467091E-1,-2.644613779E-1,-9.011290222E-1
9.304445833E-1,-5.268244824E-1,-3.695030987E-2,-6.787637964E-1
9.504455833E-1,-5.443868139E-1,9.869807661E-2,-3.982731539E-1
9.704455833E-1,-5.675623993E-1,1.612077355E-3,-4.659011731E-1
9.904455833E-1,-4.567074497E-1,3.712397218E-3,-9.016044009E-1
1.010446583E0,-5.127817362E-1,2.084415436E-1,-1.166353754E0
1.030446583E0,-5.525095466E-1,3.178505498E-1,-9.609594870E-1
1.050446583E0,-4.480991057E-1,3.082178468E-1,-1.021405810E0
1.070446583E0,-5.808720143E-1,2.498018235E-1,-1.390047614E0
1.090447583E0,-7.310607816E-1,2.691525990E-1,-1.929273602E0
1.110447583E0,-7.514077764E-1,4.651740718E-1,-2.530712941E0
1.130447583E0,-1.148491095E0,1.034544357E0,-2.944487356E0
1.150448583E0,-1.399449498E0,2.478145303E0,-3.594087287E0
1.170448583E0,-2.231469693E0,3.439234014E0,-3.563593473E0
1.190448583E0,-3.177659406E0,3.544366366E0,-3.430710235E0
1.210449583E0,-4.184145899E0,3.363516079E0,-2.799468222E0
1.230449583E0,-5.470915166E0,4.352604766E0,-2.876136621E0
1.250449583E0,-7.290392091E0,6.182179833E0,-4.251434195E0
1.270449583E0,-9.584069434E0,7.968528773E0,-3.903896454E0
1.290450583E0,-9.662077138E0,1.221548137E1,3.716409577E0
1.310450583E0,-1.234176602E1,1.276575933E1,9.700811434E0
1.330450583E0,-1.784763526E1,8.375077491E0,1.251762454E1
1.350451583E0,-1.609731452E1,5.683134010E0,1.086575455E1
1.370451583E0,-1.490861300E1,-9.604344070E-2,5.100384126E0
1.390451583E0,-5.661442595E0,-9.910284426E0,-2.307529398E0
1.410452583E0,-2.339567462E-1,-3.201828638E1,1.400505213E0
1.430452583E0,8.566228935E1,-6.811388301E1,-8.886661031E1
1.450452583E0,3.438036504E0,-3.519814259E1,-3.036186608E0
1.470453583E0,-1.954196306E1,-1.501421723E1,9.402034501E0
1.490453583E0,-2.422704226E1,-1.704762740E0,-1.321056170E0
1.510453583E0,-2.078664582E1,-2.307484666E0,-6.880270139E0
