"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.536926948E0,-6.881299019E-1,-5.126781464E-1,-2.505272627E-1
4.556816115E0,-5.281133652E-1,-6.163091660E-1,-3.567917347E-1
4.576707990E0,-3.730401993E-1,-6.143479347E-1,-3.820965290E-1
4.596609969E0,-1.772947311E-1,-5.345602036E-1,-4.311157465E-1
4.616491010E0,5.499744415E-2,-5.151643753E-1,-4.816825390E-1
4.636374812E0,1.725978851E-1,-5.230379105E-1,-3.493041992E-1
4.656277885E0,2.941284180E-1,-4.055595398E-1,-1.327320337E-1
4.676198719E0,5.397467613E-1,-2.355318069E-1,-1.135078669E-1
4.696035750E0,8.320121765E-1,-9.224224091E-2,-2.218647003E-1
4.715928979E0,9.598290920E-1,1.040010452E-1,-1.419236660E-1
4.735856062E0,1.008375883E0,3.264837265E-1,-8.238327503E-2
4.755726271E0,1.110532045E0,5.668506622E-1,-1.599804163E-1
4.775620281E0,1.147598028E0,8.339242935E-1,-1.139051914E-1
4.795489187E0,1.144483328E0,1.084522247E0,4.003405571E-2
4.815376479E0,1.156690359E0,1.201383591E0,3.656005859E-2
4.835277677E0,1.210766792E0,1.319981575E0,1.596057415E-2
4.855205229E0,1.200728655E0,1.414945602E0,-2.933919430E-2
4.875053823E0,1.129903078E0,1.408194542E0,-2.413260937E-2
4.894976010E0,9.969978333E-1,1.367770195E0,9.511518478E-2
4.914862677E0,8.251466751E-1,1.385892868E0,1.676157713E-1
4.934761427E0,6.653313637E-1,1.388017654E0,2.079814672E-1
4.954642677E0,5.415744781E-1,1.370903015E0,2.816267014E-1
4.974517729E0,5.102186203E-1,1.302264214E0,2.312442064E-1
4.994436635E0,4.713511467E-1,1.091672897E0,1.110224724E-1
5.014341531E0,4.201245308E-1,7.987918854E-1,2.446115017E-2
5.034248354E0,3.755688667E-1,5.691490173E-1,9.661316872E-3
5.054107260E0,3.143873215E-1,3.740282059E-1,-9.181296825E-2
5.073971167E0,2.494168282E-1,1.737756729E-1,-2.506330013E-1
5.093899240E0,2.847509384E-1,5.167007446E-3,-3.928765059E-1
5.113778667E0,4.047927856E-1,-2.512044907E-1,-4.476565123E-1
5.133658979E0,4.103112221E-1,-4.961619377E-1,-4.103697538E-1
5.153546896E0,2.148084641E-1,-7.181744576E-1,-5.665274858E-1
5.173452573E0,2.620077133E-2,-8.439087868E-1,-6.099325418E-1
5.193332260E0,-1.503920555E-1,-9.371743202E-1,-5.223473310E-1
5.213236219E0,-3.912086487E-1,-9.654374123E-1,-4.333267212E-1
5.233128198E0,-5.943884850E-1,-9.320635796E-1,-3.716185093E-1
5.253008094E0,-6.701693535E-1,-8.973369598E-1,-2.912931442E-1
5.272916323E0,-6.928763390E-1,-8.213353157E-1,-1.677885056E-1
5.292817469E0,-6.708288193E-1,-6.964578629E-1,-8.418095112E-2
5.312697990E0,-6.748499870E-1,-6.180586815E-1,3.945004940E-2
5.332566167E0,-6.766114235E-1,-6.387758255E-1,1.513165236E-1
5.352451375E0,-7.293624878E-1,-5.882773399E-1,2.861605883E-1
5.372354812E0,-7.790594101E-1,-4.740204811E-1,3.459919691E-1
5.392281687E0,-7.644052505E-1,-3.359766006E-1,3.304980993E-1
5.412204865E0,-7.853808403E-1,-2.229356766E-1,3.398963213E-1
5.432053667E0,-8.076028824E-1,-1.556596756E-1,3.673877716E-1
5.451926583E0,-8.731513023E-1,-1.419000626E-1,3.504848480E-1
5.471826635E0,-9.304404259E-1,-1.129779816E-1,2.610620260E-1
5.491716219E0,-9.613285065E-1,-1.411790848E-1,1.978617907E-1
5.511578719E0,-9.200754166E-1,-2.262926102E-1,1.195451021E-1
5.531496531E0,-8.307881355E-1,-3.492784500E-1,6.340682507E-2
5.551380906E0,-6.767759323E-1,-3.989906311E-1,-3.046751022E-3
5.571282677E0,-4.898614883E-1,-3.584308624E-1,-1.837980747E-2
5.591169969E0,-3.193688393E-1,-2.978086472E-1,1.621377468E-2
5.611055594E0,-1.198525429E-1,-3.442263603E-1,-3.068399429E-2
5.630943823E0,8.960247040E-2,-4.277024269E-1,-9.338402748E-2
5.650836896E0,2.086892128E-1,-4.553632736E-1,-2.295986414E-1
5.670747052E0,2.338876724E-1,-4.051308632E-1,-2.486159801E-1
5.690631115E0,2.139115334E-1,-4.048113823E-1,-2.420492172E-1
5.710518562E0,3.109536171E-1,-3.481221199E-1,-2.862452269E-1
5.730401896E0,3.522276878E-1,-2.437214851E-1,-2.139285803E-1
5.750293719E0,3.399214745E-1,-1.700358391E-1,-3.780376911E-2
5.770211427E0,3.444094658E-1,-7.938575745E-2,1.362359524E-2
5.790106896E0,3.750352859E-1,1.139364243E-1,3.042447567E-2
5.809997990E0,4.458489418E-1,3.924236298E-1,1.030515432E-1
5.829864448E0,4.283390045E-1,5.914449692E-1,1.917378902E-1
5.849748250E0,3.625507355E-1,6.660013199E-1,1.758474112E-1
5.869651740E0,3.306484222E-1,7.086410522E-1,2.291162014E-1
5.889544552E0,3.840785027E-1,8.086996078E-1,2.296869755E-1
5.909444917E0,3.598775864E-1,9.953594208E-1,1.924772263E-1
