"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-2.700833429E-4,-2.357253730E-1,-5.092836544E-2,3.021849692E-1
1.958091668E-2,-1.870519668E-1,-2.597404122E-1,3.294189274E-1
3.943291667E-2,-9.747605771E-2,-4.380723536E-1,2.777750194E-1
5.928391666E-2,4.371292889E-2,-5.381222963E-1,2.535503209E-1
7.913591666E-2,1.906006783E-1,-5.861393213E-1,2.356550843E-1
9.898691668E-2,3.185954690E-1,-4.700129926E-1,1.995101720E-1
1.188379167E-1,3.917694092E-1,-3.989146054E-1,1.231420115E-1
1.386899167E-1,3.058953881E-1,-6.285379529E-1,-1.037938334E-2
1.585409167E-1,1.452093273E-1,-8.969704509E-1,-2.960470915E-1
1.783919167E-1,2.587354183E-2,-8.677121401E-1,-5.131847858E-1
1.982439167E-1,-6.126671284E-2,-4.509513974E-1,-7.086457610E-1
2.180949167E-1,-1.505981982E-1,7.245640457E-2,-8.546582460E-1
2.379459167E-1,-2.425217628E-1,4.530692697E-1,-9.302957654E-1
2.577979167E-1,-3.675290644E-1,5.816552043E-1,-9.520958662E-1
2.776489167E-1,-5.136647224E-1,5.088167191E-1,-9.124113917E-1
2.974999167E-1,-6.987130642E-1,4.025357664E-1,-7.259307504E-1
3.173519167E-1,-7.885723114E-1,4.613117874E-1,-4.289115965E-1
3.372029167E-1,-7.969915867E-1,7.629336715E-1,-1.414314061E-1
3.570549167E-1,-6.926459074E-1,1.227893591E0,1.019719541E-1
3.769059167E-1,-5.534780622E-1,1.745315790E0,3.771574497E-1
3.967569167E-1,-3.329629600E-1,2.175915003E0,6.632129550E-1
4.166089167E-1,1.491846610E-2,2.202708960E0,9.863743186E-1
4.364599167E-1,3.200594783E-1,1.477079749E0,1.309452295E0
4.563109167E-1,5.225980282E-1,1.860708594E-1,1.504246831E0
4.761629167E-1,6.571673155E-1,-1.143354058E0,1.535698414E0
4.960139167E-1,7.734157443E-1,-1.917344093E0,1.460501552E0
5.158659167E-1,8.732778430E-1,-2.140696764E0,1.199414134E0
5.357169167E-1,9.290041327E-1,-1.679619431E0,7.915657163E-1
5.555679167E-1,9.346644878E-1,-7.587896585E-1,3.630176187E-1
5.754199167E-1,8.947518468E-1,1.688894778E-1,4.857373983E-2
5.952709167E-1,8.263781667E-1,8.463702202E-1,-1.160105243E-1
6.151219167E-1,6.978085637E-1,1.199129105E0,-4.155490547E-2
6.349739167E-1,5.346225500E-1,1.220646381E0,6.230369955E-2
6.548249167E-1,2.725495696E-1,8.260700107E-1,8.554229140E-2
6.746759167E-1,1.248687655E-1,3.686406910E-1,1.177078113E-3
6.945279167E-1,1.381740123E-1,8.064667881E-2,-1.522272918E-2
7.143789167E-1,2.211569846E-1,-3.622426465E-2,1.561019719E-1
7.342309167E-1,3.308821023E-1,2.203771845E-2,3.737522364E-1
7.540819167E-1,3.758738041E-1,2.231351435E-1,6.004961729E-1
7.739336250E-1,3.185588121E-1,5.437419415E-1,8.979283571E-1
7.937856250E-1,1.003003716E-1,5.095608234E-1,1.272379160E0
8.136366250E-1,-2.264037728E-1,6.021652743E-2,1.665038586E0
8.334876250E-1,-4.436247647E-1,-1.789814234E-1,1.980970025E0
8.533396250E-1,-3.405641019E-1,2.240997255E-1,2.476690292E0
8.731906250E-1,1.662878692E-1,9.794944525E-1,3.272696733E0
8.930416250E-1,8.183752298E-1,1.552335024E0,4.248643398E0
9.128936250E-1,1.471517920E0,1.403576136E0,5.397110939E0
9.327446250E-1,2.122713566E0,7.844328284E-1,6.410566330E0
9.525966250E-1,2.919427156E0,8.678891063E-1,7.089609146E0
9.724476250E-1,3.664110184E0,1.799304366E0,6.998300552E0
9.922986250E-1,4.197631359E0,2.074253559E0,5.287096977E0
1.012150625E0,4.766113281E0,2.757789850E0,1.936884522E0
1.032001625E0,5.721077442E0,5.892170906E0,-1.933834314E0
1.051852625E0,5.594241142E0,6.861479759E0,-5.640080452E0
1.071704625E0,3.191268921E0,3.152258873E0,-1.025543118E1
1.091555625E0,-2.071657658E0,7.380927354E-2,-1.520171356E1
1.111407625E0,-5.864822388E0,2.263824463E0,-1.684537888E1
1.131258625E0,-7.966710091E0,6.014120579E0,-1.654745483E1
1.151109625E0,-7.170239925E0,8.149204254E0,-1.697191811E1
1.170961625E0,-4.270288944E0,4.595879555E0,-1.485457230E1
1.190812625E0,-1.603396893E0,1.905584574E0,-9.575234413E0
1.210663625E0,1.169814467E0,-2.256346703E0,-6.283911228E0
1.230515625E0,1.811075926E0,-4.167469978E0,-2.370845556E0
1.250366625E0,2.464058399E0,-3.481417656E0,1.040631294E0
1.270218625E0,2.539200068E0,-2.182382584E0,2.980750561E0
1.290069625E0,1.751966596E0,-1.998101830E0,4.719845295E0
1.309920625E0,1.042071104E0,-2.345323563E0,6.078316212E0
1.329772625E0,1.115457535E0,-2.048921347E0,6.271225929E0
1.349623625E0,1.861312032E0,-1.275645018E0,5.136517048E0
1.369474625E0,2.271905899E0,-6.438076496E-1,4.107152462E0
1.389326625E0,2.179543257E0,-4.937526882E-1,3.003869534E0
1.409177625E0,1.797880173E0,-4.189506173E-1,1.957176208E0
1.429028625E0,1.662548661E0,2.992546558E-1,8.588901758E-1
1.448880625E0,1.743481159E0,1.290353537E0,-3.527073935E-2
1.468731625E0,1.790927052E0,1.708637357E0,-2.391817719E-1
1.488583625E0,1.762530446E0,1.371363640E0,-8.408136666E-2
1.508434625E0,1.589234829E0,5.058382154E-1,1.171612665E-1
1.528285625E0,1.460200191E0,-4.347037077E-1,3.734281957E-1
1.548137625E0,1.384203672E0,-1.157643318E0,5.280606151E-1
1.567988625E0,1.293975472E0,-1.659799933E0,7.435316443E-1
1.587839625E0,1.171625972E0,-1.930290222E0,1.087105274E0
1.607691625E0,1.017609000E0,-1.980531096E0,1.400675893E0
1.627542625E0,9.681496024E-1,-1.992989540E0,1.569686890E0
1.647393625E0,9.845876694E-1,-2.082955837E0,1.454276681E0
1.667245625E0,9.595703483E-1,-2.162951946E0,1.151758194E0
1.687096625E0,1.066366076E0,-2.005734921E0,1.100342751E0
1.706948625E0,1.298404574E0,-1.777590394E0,1.031686664E0
1.726799625E0,1.522555828E0,-1.773808241E0,5.912344456E-1
1.746650625E0,1.434231400E0,-1.974140882E0,-7.491896395E-3
1.766502625E0,9.822139740E-1,-2.189699650E0,-3.734720647E-1
1.786353375E0,4.628854990E-1,-2.299489498E0,-5.241503716E-1
1.806204375E0,1.262476444E-1,-2.314132929E0,-5.505417585E-1
1.826056375E0,-2.725598589E-2,-2.198534250E0,-4.962988794E-1
1.845907375E0,-2.127236873E-1,-1.911482930E0,-3.178885579E-1
1.865759375E0,-4.127065241E-1,-1.578558922E0,-2.814787813E-2
1.885610375E0,-3.566430807E-1,-1.348758459E0,3.170898557E-1
1.905461375E0,-2.139685452E-1,-1.380289674E0,6.927275062E-1
1.925313375E0,-2.594292462E-1,-1.513659239E0,1.159446359E0
1.945164375E0,-3.298397362E-1,-1.647919297E0,1.529025316E0
1.965015375E0,-2.210657746E-1,-1.577138782E0,1.642596483E0
1.984867375E0,-4.543761909E-2,-1.454886913E0,1.623209953E0
2.004718375E0,1.639552228E-2,-1.417617559E0,1.546341777E0
