"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.813226542E0,4.525122643E0,1.137543797E0,1.208768964E0
1.833075542E0,5.589152336E0,1.186779067E-1,8.555975556E-1
1.852925542E0,6.257589817E0,4.503136575E-1,5.868555307E-1
1.872774542E0,6.705597878E0,1.368456960E0,5.405411124E-1
1.892623542E0,6.426633358E0,2.018114090E0,6.207156777E-1
1.912472542E0,5.524299145E0,2.388101101E0,6.802832484E-1
1.932321542E0,4.717329502E0,2.874768496E0,5.914593935E-1
1.952171542E0,4.080575943E0,3.268395662E0,5.205845833E-1
1.972020542E0,3.481727600E0,3.650505066E0,6.549038291E-1
1.991869542E0,3.287662983E0,4.759328842E0,7.647199631E-1
2.011718542E0,3.432139635E0,6.230569363E0,8.293859363E-1
2.031568542E0,3.609497786E0,6.934098244E0,1.142681956E0
2.051417542E0,3.682875872E0,6.573131084E0,1.477240324E0
2.071266542E0,3.618582726E0,5.782414436E0,1.576998472E0
2.091116542E0,3.508530378E0,4.851765633E0,1.638254046E0
2.110965542E0,3.465557337E0,3.555157661E0,1.595791459E0
2.130814542E0,3.337044716E0,1.828015685E0,1.438635111E0
2.150663542E0,3.141789675E0,1.002729386E-1,1.202311277E0
2.170513542E0,2.983516216E0,-1.127461672E0,9.547508955E-1
2.190362542E0,2.894466400E0,-1.704918027E0,7.736805081E-1
2.210211542E0,2.878366232E0,-1.691756606E0,5.621375442E-1
2.230060542E0,2.748352289E0,-1.341564775E0,3.592801094E-1
2.249910542E0,2.450107813E0,-8.524827957E-1,3.843208551E-1
2.269759542E0,2.167074919E0,-5.198051929E-1,5.497100949E-1
2.289608542E0,2.024292469E0,-4.933499098E-1,5.870062709E-1
2.309457542E0,1.761666894E0,-6.134701371E-1,6.099041104E-1
2.329307542E0,1.449354887E0,-7.772329450E-1,7.099007368E-1
2.349156542E0,1.129960656E0,-1.024219155E0,7.253148556E-1
2.369005542E0,6.427392960E-1,-1.277318954E0,7.958024144E-1
2.388854542E0,1.335300505E-1,-1.502989650E0,9.040198922E-1
2.408704542E0,-2.582375705E-1,-1.723836303E0,9.786301851E-1
2.428553542E0,-5.674948692E-1,-1.823342323E0,1.086432099E0
