"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.665250028E-3,-2.545627434E0,2.062759103E0,3.585460013E-1
2.351525001E-2,-1.794794658E0,1.717536714E0,3.225260200E-1
4.336625000E-2,-1.086277013E0,1.336292844E0,6.972085458E-1
6.321625004E-2,-6.534690338E-1,1.112024131E0,7.972234154E-1
8.306725003E-2,-1.875003254E-1,1.109786474E0,4.354093687E-1
1.029172500E-1,4.494129020E-1,1.106737663E0,2.505731078E-1
1.227682500E-1,1.002075938E0,9.326218334E-1,-8.712351322E-2
1.426182500E-1,1.394905334E0,8.683368136E-1,-2.133684806E-1
1.624692500E-1,1.672984293E0,5.710373265E-1,-1.578572810E-1
1.823192500E-1,1.790926725E0,6.119747065E-1,-4.916924373E-1
2.021702500E-1,2.257001268E0,5.735017086E-1,-8.981579789E-1
2.220202500E-1,2.735626275E0,8.927766401E-1,-8.837714164E-1
2.418712500E-1,3.479606699E0,9.946465389E-1,-1.284898596E0
2.617218751E-1,3.834039184E0,1.019928657E0,-2.043581844E0
2.815728750E-1,6.950260726E0,2.355379064E-2,-2.290099286E0
3.014228750E-1,6.345366266E0,9.461350411E-2,-3.053158736E0
3.212738750E-1,6.999717060E0,-8.658036536E-1,-3.939538157E0
3.411248750E-1,7.071232601E0,-1.780282746E0,-4.442173293E0
3.609748750E-1,5.635942302E0,-2.562715337E0,-4.358756330E0
3.808248750E-1,4.229429076E0,-3.386181056E0,-3.813591178E0
4.006758750E-1,2.538436528E0,-4.240103753E0,-3.418724320E0
4.205268750E-1,6.540560943E-1,-4.934356531E0,-2.878949132E0
4.403768750E-1,-1.119441251E0,-5.849953319E0,-2.691536222E0
4.602278750E-1,-2.577640940E0,-7.617398211E0,-2.741602714E0
4.800778750E-1,-3.830449578E0,-9.333591088E0,-2.546411838E0
4.999288750E-1,-4.710351453E0,-9.547631925E0,-1.720840244E0
5.197788751E-1,-5.325219508E0,-9.608224282E0,-1.772673472E0
5.396298750E-1,-5.735357248E0,-9.494898226E0,-1.719719918E0
5.594798750E-1,-5.919055129E0,-8.688382416E0,-1.139372070E0
5.793308750E-1,-5.974120113E0,-7.856886715E0,-5.618401679E-1
5.991808751E-1,-5.781188309E0,-6.715442977E0,1.096681841E-1
6.190318750E-1,-5.373622175E0,-4.991998383E0,1.150272595E0
6.388818750E-1,-4.777112623E0,-3.026376150E0,2.054629719E0
6.587328750E-1,-3.415134714E0,-2.055313843E-1,3.604932411E0
6.785828750E-1,-1.612614130E0,3.576186914E0,4.943914390E0
6.984338750E-1,4.598069125E-1,7.977782577E0,5.561749907E0
7.182838750E-1,2.094037614E0,1.225905716E1,5.539826356E0
7.381348750E-1,3.529489295E0,1.455030849E1,4.906459465E0
7.579848750E-1,5.114168352E0,1.417016580E1,3.342760803E0
7.778358751E-1,6.594009172E0,1.174332572E1,1.707263010E0
7.976858750E-1,6.372176920E0,9.255977486E0,1.015521172E0
8.175368750E-1,4.712849384E0,6.721317090E0,7.321253403E-1
8.373868750E-1,2.323782903E0,4.516351948E0,6.655606373E-1
8.572378751E-1,1.243176520E-1,2.555340829E0,5.993150461E-1
8.770878750E-1,-1.354500489E0,7.044187474E-1,9.414824847E-1
8.969388750E-1,-2.239671291E0,-9.637041700E-1,1.416733575E0
9.167888750E-1,-2.870035052E0,-2.339837603E0,1.756187832E0
9.366398750E-1,-3.078649088E0,-3.896273439E0,2.058935609E0
9.564898750E-1,-3.153784055E0,-5.582170138E0,1.850960673E0
9.763408750E-1,-3.442624814E0,-6.512056351E0,1.609174798E0
9.961908750E-1,-3.637485030E0,-6.668961121E0,1.507515106E0
1.016041875E0,-3.501082352E0,-6.133100059E0,1.873720375E0
1.035891875E0,-2.784238856E0,-5.808866104E0,2.624443223E0
1.055742875E0,-2.229607063E0,-5.020352701E0,3.372155925E0
1.075592875E0,-1.691398344E0,-4.297713445E0,3.701274644E0
1.095443875E0,-1.061380738E0,-3.184416741E0,3.504197749E0
1.115293875E0,-6.111585814E-1,-1.402542675E0,3.305968952E0
1.135144875E0,2.890290391E-1,1.526269466E-1,2.491001576E0
1.154994875E0,1.823074717E0,2.411206671E0,1.196602497E0
1.174845875E0,4.068449382E0,4.428712710E0,-5.200475594E-1
1.194695875E0,6.747100387E0,5.415079519E0,-2.381036354E0
1.214546875E0,8.604305887E0,5.757798861E0,-4.225020275E0
1.234396875E0,8.876036523E0,5.235235537E0,-5.324659345E0
1.254247875E0,7.600791534E0,4.043942531E0,-6.296032138E0
1.274097250E0,5.481148962E0,2.967012293E0,-6.640826658E0
