"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.719059604340416E9,"2024-06-22 14:33:24.340 UTC+02:00"
"PAUSE",9.465539954166161E1,1.719059698994895E9,"2024-06-22 14:34:58.995 UTC+02:00"
"START",9.465539954166161E1,1.719059774014084E9,"2024-06-22 14:36:14.014 UTC+02:00"
"PAUSE",4.952283641250106E2,1.719060174613674E9,"2024-06-22 14:42:54.614 UTC+02:00"
