,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
445,0.275,0.22,0.271,0.704,0.503,0.505,rightnopunch
446,0.703,0.721,0.598,2.677,4.1,2.195,lefthook
447,1.965,1.893,3.126,12.479,11.232,8.22,righthook
448,1.698,2.631,1.808,3.506,6.364,7.423,rightuppercut
449,0.265,0.229,0.219,0.445,0.431,0.321,rightnopunch
450,0.114,0.074,0.154,0.154,0.447,0.148,leftuppercut
451,0.368,0.304,0.323,1.176,1.819,1.76,leftnopunch
452,1.766,1.507,2.032,4.46,6.409,5.167,lefthook
453,1.897,1.385,1.419,3.139,6.376,6.09,leftuppercut
454,1.155,2.217,2.108,3.47,5.94,1.617,cross
455,2.197,1.769,2.209,6.32,7.027,6.985,righthook
456,0.269,0.451,0.377,1.784,1.493,1.693,leftnopunch
457,1.688,2.702,1.529,5.745,6.203,6.22,jab
458,1.319,2.452,2.0,6.567,8.754,5.186,cross
459,1.021,1.863,1.846,7.012,7.452,3.476,cross
460,1.463,1.886,3.28,13.389,11.652,7.837,righthook
461,1.206,3.164,1.525,4.957,7.015,5.928,jab
462,0.676,2.82,1.542,3.74,3.48,3.037,jab
463,1.091,0.867,0.707,2.504,4.503,2.868,lefthook
464,2.238,1.75,1.421,2.571,6.754,6.91,leftuppercut
465,2.236,1.688,1.465,3.121,6.395,7.486,rightuppercut
466,0.412,1.866,0.917,3.937,3.069,2.011,jab
467,1.895,1.667,1.514,4.047,7.078,6.25,righthook
468,1.63,2.066,1.417,6.496,8.384,5.957,leftuppercut
469,1.262,1.799,2.68,7.324,5.722,5.806,rightuppercut
470,1.121,0.612,0.572,2.177,3.329,3.822,rightuppercut
471,0.495,0.378,0.715,2.667,3.647,2.958,rightnopunch
472,2.06,1.443,1.799,3.429,6.369,5.462,righthook
473,2.402,1.752,1.419,4.387,10.146,8.507,leftuppercut
474,1.753,2.285,2.093,3.743,6.084,7.509,rightuppercut
475,1.52,2.206,1.39,3.053,6.044,5.113,jab
476,0.189,0.294,0.334,0.235,0.453,0.505,leftnopunch
477,1.999,1.626,0.945,2.319,7.066,8.048,leftuppercut
478,1.091,3.003,1.417,5.448,9.037,5.558,jab
479,0.744,0.311,0.235,0.349,1.526,1.714,lefthook
480,0.579,0.261,0.564,0.891,0.569,1.118,rightnopunch
481,1.293,1.993,2.132,9.504,8.891,4.719,cross
482,0.785,0.299,0.254,0.552,1.116,1.654,rightuppercut
483,1.987,0.818,0.959,2.455,3.67,4.483,rightuppercut
484,1.218,2.236,1.42,1.979,3.896,1.83,jab
485,0.169,0.29,0.576,0.445,0.383,0.324,rightnopunch
486,0.27,0.14,0.449,0.311,0.675,0.304,leftuppercut
487,0.561,0.613,0.935,2.988,3.684,2.03,rightnopunch
488,0.066,0.082,0.146,0.299,0.213,0.089,rightnopunch
489,0.967,2.641,1.713,5.833,7.224,4.215,jab
490,2.628,2.063,2.18,5.072,6.408,8.512,rightuppercut
491,1.024,1.607,1.821,8.768,7.745,4.498,cross
492,1.073,2.619,1.567,2.251,4.685,2.075,jab
493,1.095,1.482,1.394,6.998,4.338,3.876,lefthook
494,0.783,1.637,1.595,2.228,5.206,1.704,cross
495,1.75,1.994,1.669,4.478,6.465,6.867,rightuppercut
496,2.597,2.218,1.974,5.463,7.429,6.623,righthook
497,1.254,1.221,1.071,3.013,4.609,3.541,leftuppercut
498,2.64,2.065,1.461,4.113,11.698,11.503,leftuppercut
499,0.994,2.837,1.476,4.977,7.35,5.061,jab
500,0.66,2.845,1.388,4.555,3.862,2.763,jab
501,2.369,1.671,1.814,5.304,8.241,6.989,righthook
502,0.416,0.187,0.19,0.4,0.384,0.354,leftnopunch
503,0.544,0.279,0.267,0.748,0.454,0.65,leftnopunch
504,2.2,1.681,1.335,3.26,8.011,8.654,leftuppercut
505,0.221,0.179,0.433,0.459,0.41,0.665,rightnopunch
506,2.515,2.519,2.144,9.144,11.209,10.94,rightuppercut
507,0.804,1.965,1.757,2.97,6.085,2.081,cross
508,0.263,0.077,0.199,0.252,0.494,0.331,leftnopunch
509,1.188,0.701,0.708,2.284,3.48,4.239,rightuppercut
510,2.046,3.535,1.409,6.377,6.297,6.952,jab
511,1.346,2.613,1.963,7.081,7.328,4.157,cross
512,1.312,1.704,2.034,7.132,6.607,6.601,lefthook
513,0.728,0.15,0.284,0.456,0.377,0.836,rightuppercut
514,0.526,0.334,0.434,1.197,0.566,1.27,rightnopunch
515,0.611,0.129,0.078,0.272,0.625,0.784,rightuppercut
516,0.332,0.255,0.335,0.918,0.644,1.039,rightnopunch
517,0.579,0.251,0.329,0.417,0.502,0.609,leftnopunch
518,1.832,1.863,1.864,3.463,7.315,6.566,lefthook
519,0.63,0.189,0.307,0.511,0.582,0.504,leftnopunch
520,2.362,1.991,1.219,3.023,10.153,8.949,leftuppercut
521,0.246,0.186,0.193,0.235,0.347,0.628,leftnopunch
522,0.11,0.054,0.104,0.096,0.21,0.126,leftuppercut
523,1.191,2.46,1.681,3.256,6.373,1.575,cross
524,1.359,1.627,2.357,9.227,9.171,7.092,lefthook
525,2.341,1.488,1.607,3.776,7.078,6.986,righthook
526,0.111,0.092,0.055,0.125,0.063,0.115,rightnopunch
527,1.757,0.804,1.132,3.254,3.893,4.035,rightuppercut
528,1.469,1.111,1.254,3.83,5.526,5.711,leftuppercut
529,1.591,1.452,1.305,3.377,6.854,5.38,righthook
530,0.501,1.908,0.936,3.624,2.416,2.316,jab
531,1.693,2.562,2.293,10.677,10.754,6.81,cross
532,0.677,0.309,0.624,0.788,0.581,0.924,rightnopunch
533,0.236,0.28,0.324,0.538,0.574,0.341,rightnopunch
534,1.099,2.176,1.421,1.851,3.408,1.73,jab
535,0.246,0.116,0.285,0.294,0.642,0.294,leftuppercut
536,1.394,2.567,2.145,10.214,9.692,6.081,cross
537,1.068,1.799,3.609,14.881,12.905,6.562,righthook
538,1.456,2.017,1.915,4.895,5.806,6.718,rightuppercut
539,1.847,2.157,2.99,11.981,11.324,8.446,righthook
540,2.238,1.987,2.3,6.411,7.62,9.086,rightuppercut
541,1.373,2.621,1.99,9.202,9.754,6.14,cross
542,0.717,2.69,1.525,3.72,3.139,3.119,jab
543,1.322,3.175,1.577,5.558,7.36,5.435,jab
544,1.96,0.739,1.201,3.226,3.861,4.084,rightuppercut
545,0.439,0.388,0.789,2.457,3.321,2.005,rightnopunch
546,1.174,2.176,1.903,8.573,7.435,6.149,lefthook
547,0.236,0.404,0.103,0.478,0.427,0.548,leftnopunch
548,1.553,2.89,1.432,2.35,4.886,2.348,jab
549,1.745,0.595,1.027,2.85,4.141,3.21,righthook
550,0.628,1.609,0.94,2.113,2.335,2.106,cross
551,0.988,1.989,1.561,2.126,3.722,1.66,jab
552,1.069,1.6,2.036,10.54,9.144,7.395,lefthook
553,0.162,0.215,0.133,0.307,0.187,0.28,leftnopunch
554,0.352,0.422,0.295,1.621,1.832,1.548,leftnopunch
555,1.695,1.987,2.495,10.991,7.734,8.385,lefthook
556,0.277,0.328,0.286,1.954,1.432,1.736,leftnopunch
557,1.631,2.373,1.03,4.303,9.273,6.495,leftuppercut
558,0.361,0.216,0.273,0.658,0.506,0.45,rightnopunch
559,2.169,2.218,1.426,3.744,6.797,7.714,leftuppercut
560,0.999,0.639,0.798,2.288,4.264,2.261,lefthook
561,0.303,0.204,0.211,0.637,0.47,0.368,rightnopunch
562,1.2,1.557,2.145,9.738,7.725,5.547,lefthook
563,0.784,2.832,1.168,3.611,6.214,5.256,jab
564,1.307,1.626,2.112,8.248,7.954,7.294,lefthook
565,0.267,0.139,0.184,0.55,0.216,0.544,leftnopunch
566,0.142,0.142,0.071,0.138,0.159,0.18,righthook
567,1.178,0.66,0.49,1.93,3.314,3.565,rightuppercut
568,1.283,1.449,2.315,10.324,7.494,6.306,lefthook
569,0.154,0.176,0.091,0.272,0.287,0.461,leftnopunch
570,3.015,2.222,2.112,6.692,12.556,13.912,rightuppercut
571,0.406,0.717,0.803,2.34,2.858,2.708,rightnopunch
572,2.552,1.915,1.776,3.169,8.956,7.071,lefthook
573,2.138,1.238,2.241,3.486,6.692,4.658,lefthook
574,2.698,1.946,1.562,3.849,11.158,10.579,leftuppercut
575,0.72,0.287,0.348,0.963,0.729,1.13,leftnopunch
576,0.297,0.174,0.186,0.426,0.277,0.449,leftnopunch
577,2.955,2.365,2.051,8.738,10.956,12.546,rightuppercut
578,1.552,1.315,2.085,3.756,5.951,5.248,lefthook
579,0.269,0.236,0.17,0.611,0.478,0.695,leftnopunch
580,2.257,1.476,1.359,3.285,7.439,6.613,righthook
581,0.242,0.215,0.38,0.663,0.344,0.675,rightnopunch
582,1.863,1.477,1.935,3.706,7.221,5.797,lefthook
583,0.455,0.487,0.24,0.757,0.759,0.526,rightnopunch
584,0.378,0.419,0.616,0.767,0.811,0.972,rightnopunch
585,0.374,0.337,0.351,0.521,0.809,0.628,rightnopunch
586,1.498,0.644,1.008,2.444,4.513,4.303,rightuppercut
587,2.082,0.924,1.013,2.597,4.056,4.071,righthook
588,1.137,3.311,1.19,4.048,5.031,3.84,jab
589,2.293,2.105,1.632,4.124,6.454,6.637,leftuppercut
590,2.83,2.376,2.398,11.247,11.243,12.438,rightuppercut
591,1.954,1.332,1.597,3.866,6.668,5.443,leftuppercut
592,0.008,0.016,0.01,0.064,0.025,0.033,leftnopunch
593,1.125,1.473,2.176,8.083,7.176,6.827,lefthook
594,2.186,2.056,1.434,4.387,8.291,8.776,leftuppercut
595,3.117,1.636,1.472,3.177,8.53,7.521,righthook
596,0.871,0.821,0.651,1.66,3.459,2.715,leftuppercut
597,0.52,0.227,0.224,0.523,0.315,0.491,leftnopunch
598,1.375,1.978,3.477,15.359,13.441,8.406,righthook
599,2.2,1.455,1.574,3.86,6.708,6.227,righthook
600,0.229,0.495,0.496,2.477,2.244,2.042,leftnopunch
601,1.876,2.161,1.558,7.159,9.057,7.08,leftuppercut
602,1.714,2.048,2.117,10.414,10.259,7.85,lefthook
603,0.041,0.061,0.125,0.266,0.227,0.094,rightnopunch
604,1.32,2.803,1.032,3.125,4.918,3.849,jab
605,0.116,0.085,0.071,0.116,0.213,0.179,righthook
606,1.814,1.927,2.721,10.541,9.935,7.569,lefthook
607,1.737,1.643,1.522,4.603,6.511,6.159,rightuppercut
608,0.313,0.208,0.485,0.571,0.681,0.8,rightnopunch
609,2.11,1.559,1.505,4.09,6.487,5.278,righthook
610,2.343,1.314,1.782,3.29,7.218,5.061,lefthook
611,1.779,1.335,1.92,4.097,6.421,6.088,righthook
612,2.009,1.488,2.048,4.061,7.058,7.025,lefthook
613,1.15,0.429,0.854,1.809,3.338,2.454,leftuppercut
614,0.412,0.357,0.318,0.646,0.628,0.328,leftnopunch
615,0.401,0.076,0.162,0.193,0.434,0.473,rightuppercut
616,2.36,2.814,1.442,6.553,9.672,11.029,leftuppercut
617,0.155,0.16,0.156,0.153,0.424,0.121,lefthook
618,1.214,1.487,2.559,10.052,9.338,6.836,lefthook
619,0.281,0.193,0.492,1.776,2.341,1.773,rightnopunch
620,0.833,1.668,1.769,2.45,5.758,2.005,cross
621,1.214,2.15,2.049,8.344,8.326,4.311,cross
622,0.585,0.128,0.091,0.18,0.286,0.684,rightuppercut
623,0.814,1.127,0.798,2.366,3.995,2.783,lefthook
624,0.137,0.23,0.247,0.192,0.379,0.547,leftnopunch
625,1.312,2.544,2.016,8.854,8.631,4.791,cross
626,1.646,4.019,1.939,5.629,8.792,8.009,jab
627,1.205,2.29,1.111,2.237,4.1,1.824,jab
628,1.891,1.399,1.612,3.927,6.887,5.653,righthook
629,0.185,0.165,0.207,0.36,0.5,0.306,rightnopunch
630,0.161,0.242,0.282,0.684,0.975,1.468,leftnopunch
631,2.879,3.218,2.68,9.96,14.051,14.864,rightuppercut
632,3.023,2.216,2.089,8.999,11.108,12.2,rightuppercut
633,1.532,2.576,2.41,12.291,10.417,9.294,lefthook
634,0.537,0.439,0.483,1.056,3.36,1.787,leftuppercut
635,0.253,0.262,0.462,1.576,2.654,1.567,rightnopunch
636,0.992,2.087,1.239,2.897,4.801,1.487,cross
637,0.133,0.321,0.213,0.787,0.327,0.443,rightnopunch
638,0.451,0.23,0.292,0.641,0.396,0.516,leftnopunch
639,2.185,1.918,1.387,3.518,10.205,10.771,leftuppercut
640,1.512,2.63,1.568,2.381,4.997,2.171,jab
641,2.144,3.88,2.004,7.635,7.394,7.354,jab
642,0.324,0.451,0.214,0.605,1.016,0.917,lefthook
643,2.263,1.306,1.064,2.461,5.208,5.245,righthook
644,0.121,0.072,0.144,0.182,0.148,0.181,rightnopunch
645,2.615,2.65,2.656,11.873,12.332,10.228,rightuppercut
646,1.336,2.269,2.051,8.67,9.022,5.814,cross
647,0.24,0.133,0.206,0.338,0.238,0.334,leftnopunch
648,1.682,0.672,0.884,2.55,3.481,4.519,rightuppercut
649,1.269,2.579,1.567,6.956,8.878,5.976,cross
650,0.291,0.578,0.468,2.021,3.041,1.259,rightnopunch
651,2.294,1.615,1.8,3.872,8.103,7.074,lefthook
652,1.744,0.895,1.211,3.243,5.531,4.255,righthook
653,0.956,1.979,1.637,3.139,6.011,1.134,cross
654,1.059,1.155,0.886,2.344,4.109,2.389,lefthook
655,2.341,2.386,2.69,10.146,11.275,11.563,rightuppercut
656,2.687,2.501,2.162,8.33,12.723,12.274,rightuppercut
657,0.378,0.401,0.631,2.548,2.924,1.851,rightnopunch
658,2.001,0.823,1.032,3.026,3.691,4.764,rightuppercut
659,0.31,0.249,0.445,0.833,0.751,1.033,rightnopunch
660,1.2,1.205,1.019,2.283,4.538,2.241,rightuppercut
661,0.416,2.001,1.236,3.052,2.704,2.277,jab
662,0.318,0.194,0.394,0.461,0.719,0.728,rightnopunch
663,0.979,0.934,0.789,2.193,3.546,2.63,leftuppercut
664,0.253,0.397,0.423,1.827,2.264,1.076,rightnopunch
665,0.546,2.39,1.184,2.904,2.554,2.021,cross
666,0.985,1.604,2.196,9.78,7.975,4.51,cross
667,0.214,0.419,0.474,1.695,2.255,1.987,rightnopunch
668,0.267,0.298,0.601,0.632,0.531,0.435,rightnopunch
669,1.513,2.729,1.566,4.397,6.931,6.123,jab
670,0.146,0.154,0.225,0.448,0.376,0.236,rightnopunch
671,0.621,2.027,1.751,1.654,3.887,2.126,cross
672,3.124,2.021,1.744,3.747,8.861,9.887,righthook
673,2.988,1.467,1.786,3.625,7.285,6.85,righthook
674,1.43,4.051,1.832,5.099,6.985,5.755,jab
675,1.983,1.115,1.929,3.042,5.825,5.624,lefthook
676,1.111,2.504,1.324,4.622,6.271,4.328,jab
677,0.273,0.154,0.108,0.177,0.168,0.343,leftnopunch
678,1.962,0.857,0.741,2.404,4.473,5.281,rightuppercut
679,0.956,1.291,0.895,3.056,4.458,2.477,lefthook
680,0.185,0.428,0.366,1.555,1.897,1.37,leftnopunch
681,1.849,1.983,1.971,3.104,7.006,8.252,rightuppercut
682,1.151,0.852,1.035,1.724,4.094,3.087,leftuppercut
683,0.851,0.56,0.493,1.161,3.658,1.878,leftuppercut
684,0.299,0.213,0.403,0.43,0.736,0.914,rightnopunch
685,1.423,1.716,3.788,15.923,14.147,7.807,righthook
686,1.604,2.294,2.278,10.578,9.355,6.843,lefthook
687,1.37,1.516,3.126,12.462,9.918,6.412,righthook
688,0.392,0.205,0.27,0.687,0.362,0.603,leftnopunch
689,0.135,0.22,0.234,1.57,1.157,1.054,leftnopunch
690,0.26,0.228,0.247,0.325,0.137,0.271,rightnopunch
691,0.463,0.328,0.39,0.774,0.564,1.061,rightnopunch
692,1.979,2.092,0.992,4.567,8.247,8.63,leftuppercut
693,1.191,2.441,1.997,9.467,8.734,4.988,cross
694,2.313,1.591,1.621,3.808,5.849,5.219,righthook
695,2.976,3.803,2.434,12.341,15.843,13.01,rightuppercut
696,1.616,2.17,1.145,4.188,5.821,5.9,rightuppercut
697,0.099,0.054,0.069,0.136,0.248,0.134,rightuppercut
698,0.583,0.281,0.257,0.613,1.076,0.31,rightnopunch
699,0.219,0.131,0.104,0.256,0.226,0.223,rightnopunch
700,0.918,2.673,1.46,4.881,6.632,4.917,jab
701,0.888,1.772,1.806,2.455,5.294,1.868,cross
702,1.628,1.737,1.57,3.872,5.844,6.044,rightuppercut
703,0.698,0.088,0.104,0.107,0.316,0.624,rightuppercut
704,0.369,0.342,0.13,0.132,0.232,0.44,righthook
705,0.963,2.973,1.677,5.858,6.156,4.754,jab
706,1.283,2.056,1.694,7.798,7.673,4.891,cross
707,0.183,0.192,0.224,0.281,0.492,0.694,leftnopunch
708,1.405,2.34,1.41,2.257,3.904,1.768,jab
709,1.147,2.087,1.671,8.271,7.777,5.086,cross
710,0.666,0.459,0.227,0.821,1.042,0.407,rightnopunch
711,0.212,0.21,0.355,1.515,1.787,0.641,rightnopunch
712,0.245,0.478,0.311,1.821,1.47,1.341,leftnopunch
713,2.484,2.255,1.495,4.333,8.731,9.055,leftuppercut
714,0.138,0.083,0.278,0.235,0.731,0.189,leftuppercut
715,1.044,2.15,1.195,2.048,4.807,1.94,jab
716,1.556,0.591,1.315,2.92,4.29,3.821,righthook
717,1.124,1.447,1.899,8.916,7.547,6.339,lefthook
718,2.505,2.522,1.261,4.762,9.78,10.773,leftuppercut
719,1.483,3.824,1.7,7.392,8.188,5.097,jab
720,1.599,1.809,3.006,11.958,10.318,7.273,righthook
721,2.462,1.761,1.774,4.078,7.211,6.275,righthook
722,1.702,1.99,1.109,3.952,6.708,7.844,leftuppercut
723,1.354,1.702,2.325,10.462,8.585,6.523,lefthook
724,1.784,2.026,1.699,2.728,6.282,8.036,rightuppercut
725,0.338,0.222,0.2,0.695,0.389,0.601,leftnopunch
726,2.542,1.764,0.867,3.466,9.849,10.056,rightuppercut
727,2.537,2.32,2.162,9.321,11.422,11.759,rightuppercut
728,0.247,0.389,0.393,0.841,0.764,0.353,rightnopunch
729,2.135,1.349,1.852,2.557,7.078,4.843,lefthook
730,0.699,2.653,1.411,3.475,3.149,3.093,jab
731,0.09,0.092,0.153,0.386,0.182,0.152,rightnopunch
732,2.042,1.902,1.482,3.625,9.67,9.638,leftuppercut
733,1.599,1.608,2.327,8.642,7.83,7.138,lefthook
734,1.142,0.671,0.82,2.639,3.5,3.095,rightuppercut
735,2.495,1.9,1.931,4.925,8.275,7.083,righthook
736,0.398,0.218,0.346,0.313,0.405,0.417,leftnopunch
737,0.688,2.259,1.353,2.634,3.694,2.316,cross
738,2.199,1.664,1.793,3.266,8.209,6.729,lefthook
739,0.2,0.176,0.069,0.253,0.211,0.463,righthook
740,1.172,1.73,2.2,8.86,6.469,6.638,lefthook
741,1.818,0.963,0.942,2.744,4.113,4.809,rightuppercut
742,1.429,1.459,2.138,7.775,7.385,6.065,lefthook
743,0.286,0.401,0.354,0.532,0.706,0.382,rightnopunch
744,1.265,2.444,1.591,5.202,9.303,6.132,jab
745,0.6,2.524,1.259,2.935,3.299,2.467,cross
746,2.343,2.544,1.729,4.38,9.749,11.431,leftuppercut
747,0.151,0.309,0.238,1.156,1.339,1.693,leftnopunch
748,1.638,0.776,1.13,3.334,3.676,4.418,rightuppercut
749,2.727,2.153,1.973,7.98,12.354,11.438,rightuppercut
750,1.314,2.789,1.542,5.242,8.095,5.987,jab
751,1.156,3.392,1.367,5.523,7.153,5.482,jab
752,0.639,0.478,0.279,0.477,0.428,0.762,righthook
753,0.502,1.303,1.046,3.048,2.54,2.142,righthook
754,0.155,0.281,0.463,0.624,0.417,0.398,rightnopunch
755,0.875,0.936,0.688,2.081,4.113,2.478,lefthook
756,0.666,2.888,1.073,3.522,3.542,2.029,jab
757,0.786,0.808,0.625,1.804,4.187,2.688,lefthook
758,2.246,2.594,1.668,7.086,10.221,11.164,rightuppercut
759,0.455,0.274,0.297,0.722,0.82,0.535,rightnopunch
760,1.511,1.681,2.218,8.667,8.221,6.499,lefthook
761,1.252,2.159,1.645,2.339,3.472,1.994,jab
762,2.713,2.061,2.312,9.135,11.012,12.379,rightuppercut
763,1.731,2.176,1.533,3.584,6.204,6.063,leftuppercut
764,1.783,2.095,3.396,12.379,11.414,7.97,righthook
765,0.149,0.168,0.06,0.221,0.205,0.487,righthook
766,0.677,2.28,1.264,3.559,3.014,2.54,cross
767,0.307,0.365,0.294,1.821,1.802,1.564,leftnopunch
768,1.79,0.975,1.237,2.406,3.754,4.364,righthook
769,1.552,3.103,1.547,6.35,7.239,7.782,jab
770,1.427,2.332,1.359,2.47,4.057,1.73,jab
771,1.375,2.034,2.279,8.772,8.478,5.698,cross
772,1.878,1.283,1.676,3.501,7.476,5.887,righthook
773,0.677,2.633,1.507,4.022,3.524,3.404,jab
774,1.933,1.68,1.626,4.076,7.806,5.596,lefthook
775,0.534,0.475,0.242,1.568,1.508,1.646,leftnopunch
776,0.075,0.136,0.076,0.231,0.209,0.241,leftnopunch
777,0.121,0.117,0.103,0.245,0.213,0.489,leftnopunch
778,1.581,4.014,1.762,5.993,10.08,5.607,jab
779,2.254,1.904,1.682,3.935,6.699,6.866,righthook
780,1.099,2.734,1.682,5.157,6.852,4.679,jab
781,0.593,1.363,1.554,1.969,4.336,1.405,cross
782,1.524,2.605,2.385,9.364,9.151,5.105,cross
783,1.62,1.286,1.259,2.758,7.511,5.206,righthook
784,0.313,0.369,0.053,0.356,0.391,0.42,leftnopunch
785,2.004,1.691,3.034,10.586,10.315,9.099,righthook
786,1.442,1.957,1.59,3.264,5.342,6.421,rightuppercut
787,1.826,2.462,1.567,2.697,5.778,1.647,jab
788,1.216,1.921,2.923,11.121,10.972,7.447,righthook
789,0.212,0.328,0.412,0.902,1.513,2.0,leftnopunch
790,0.67,1.401,1.551,1.952,5.293,2.045,cross
791,1.492,1.941,2.279,10.309,8.351,7.102,lefthook
792,1.007,0.564,1.122,2.386,4.074,3.154,righthook
793,1.441,0.585,1.177,2.342,4.069,3.192,righthook
794,0.196,0.358,0.283,1.292,1.094,1.258,leftnopunch
795,0.962,0.179,0.434,1.097,0.899,2.174,rightuppercut
796,1.209,1.786,1.143,2.365,3.503,1.598,jab
797,0.156,0.118,0.206,0.999,1.003,1.253,leftnopunch
798,2.229,2.518,1.755,4.528,10.236,10.956,leftuppercut
799,0.544,2.42,0.981,2.85,3.087,1.953,cross
800,2.13,0.823,1.939,3.28,7.208,5.27,lefthook
801,2.039,0.762,0.637,2.639,3.898,4.466,rightuppercut
802,1.303,1.652,1.907,3.395,7.575,5.46,lefthook
803,0.917,2.909,1.741,6.182,6.617,4.391,jab
804,1.193,2.395,2.037,9.32,8.376,4.371,cross
805,2.089,2.093,1.307,3.49,6.679,6.523,leftuppercut
806,1.138,1.145,0.665,2.373,4.094,3.716,lefthook
807,2.068,1.636,1.482,4.103,7.129,6.276,righthook
808,1.428,1.701,2.113,9.139,8.686,5.018,cross
809,0.551,2.239,1.358,2.479,3.332,2.163,cross
810,0.397,1.577,0.744,1.593,2.681,2.113,cross
811,0.336,0.223,0.212,0.651,0.304,0.557,leftnopunch
812,1.063,1.742,1.544,3.406,6.472,1.489,cross
813,1.851,1.833,1.951,3.725,7.293,7.347,rightuppercut
814,0.384,0.467,0.953,2.694,3.267,2.206,rightnopunch
815,0.857,2.409,1.856,5.744,7.571,5.523,jab
816,1.377,3.275,1.69,7.041,8.526,6.436,jab
817,1.367,1.601,3.288,12.103,11.785,6.539,righthook
818,0.855,1.896,1.429,2.231,3.463,1.457,jab
819,1.769,1.915,1.481,3.804,6.309,6.801,rightuppercut
820,0.121,0.177,0.196,0.966,1.028,1.314,leftnopunch
821,1.464,3.354,1.654,5.223,8.019,6.898,jab
822,0.603,0.318,0.392,0.919,0.559,1.306,rightnopunch
823,1.233,0.689,1.134,2.681,3.929,3.391,righthook
824,0.387,0.528,0.601,1.801,2.034,1.75,rightnopunch
825,1.53,2.284,1.643,3.741,5.946,7.13,rightuppercut
826,0.635,1.559,0.828,2.542,2.504,2.431,cross
827,0.462,2.729,1.36,3.904,3.141,2.454,jab
828,2.69,1.48,1.403,2.806,7.314,6.515,righthook
829,0.179,0.118,0.052,0.182,0.302,0.371,rightuppercut
830,2.151,3.336,1.774,6.07,7.708,6.545,jab
831,1.376,2.507,1.772,8.569,9.123,5.888,cross
832,1.487,0.743,0.819,2.194,3.33,5.082,righthook
833,0.518,0.215,0.137,0.3,0.298,0.634,righthook
834,0.86,0.369,0.753,1.732,2.693,2.586,righthook
835,1.117,2.119,1.428,2.236,4.795,2.181,jab
836,0.799,1.612,1.755,2.675,5.991,1.705,cross
837,0.359,1.858,0.901,3.169,3.168,2.327,jab
838,0.256,0.139,0.06,0.21,0.229,0.504,righthook
839,0.357,0.189,0.214,0.6,0.26,0.559,leftnopunch
840,0.181,0.176,0.098,0.458,0.545,0.261,rightnopunch
841,0.184,0.126,0.166,0.29,0.505,0.28,lefthook
842,1.58,1.733,1.438,3.469,9.694,6.98,leftuppercut
843,1.391,2.082,1.258,2.0,4.245,1.816,jab
844,1.908,0.602,1.029,2.837,4.483,4.451,rightuppercut
845,0.267,0.29,0.18,0.628,0.161,0.369,rightnopunch
846,1.301,3.213,1.448,5.524,6.712,5.033,jab
847,1.042,2.766,1.867,5.736,7.704,5.495,jab
848,1.629,1.927,3.395,12.134,10.865,7.485,righthook
849,1.857,2.107,1.249,4.42,6.319,6.471,leftuppercut
850,0.085,0.189,0.089,0.343,0.235,0.074,rightnopunch
851,2.08,1.964,1.828,3.666,7.571,7.266,lefthook
852,1.792,2.112,1.295,4.419,8.27,9.084,leftuppercut
853,0.366,0.188,0.14,0.366,0.535,0.85,leftnopunch
854,1.284,1.422,1.963,8.459,7.395,6.63,lefthook
855,1.439,1.545,2.395,7.85,9.222,7.139,lefthook
856,1.194,1.694,2.955,13.305,10.791,6.962,righthook
857,2.673,1.547,1.969,3.64,8.713,5.841,lefthook
858,1.01,3.146,1.331,5.027,6.508,4.562,jab
859,0.234,0.171,0.132,0.573,0.266,0.237,rightnopunch
860,1.37,2.471,2.267,9.99,9.593,4.713,cross
861,1.484,3.031,1.591,3.116,5.769,2.229,cross
862,1.142,1.654,1.975,9.32,6.902,6.56,lefthook
863,1.013,3.644,1.589,4.937,8.063,6.982,jab
864,2.967,2.234,2.254,8.561,13.025,10.734,rightuppercut
865,0.835,2.507,1.583,3.259,5.886,3.721,jab
866,0.988,2.408,1.648,4.151,6.073,4.689,jab
867,2.353,1.646,1.131,4.525,11.006,9.274,leftuppercut
868,0.571,2.149,1.207,2.998,3.206,1.706,cross
869,0.275,0.231,0.201,0.45,0.361,0.511,leftnopunch
870,1.283,1.999,2.502,11.285,9.991,6.947,lefthook
871,0.94,2.485,1.664,1.964,4.344,1.906,jab
872,2.509,2.105,1.618,4.632,11.649,10.776,leftuppercut
873,1.853,1.144,0.814,3.515,8.464,6.544,leftuppercut
874,2.146,1.907,1.426,3.297,6.022,6.017,leftuppercut
875,0.44,0.131,0.237,0.193,0.375,0.569,rightuppercut
876,1.907,1.31,1.83,3.949,6.618,5.96,righthook
877,0.153,0.073,0.058,0.13,0.189,0.456,leftnopunch
878,0.43,0.245,0.224,0.583,0.41,0.571,leftnopunch
879,1.438,1.572,2.549,9.657,9.927,8.12,lefthook
880,1.055,0.826,0.766,2.957,4.961,3.03,lefthook
881,1.153,0.733,0.919,2.404,4.417,3.468,leftuppercut
882,1.185,2.248,1.591,2.035,4.048,1.834,jab
883,1.503,1.761,2.586,10.331,9.746,8.889,lefthook
884,1.017,0.683,0.991,2.227,4.054,2.66,leftuppercut
885,0.419,1.219,1.002,3.03,2.759,2.416,cross
886,1.891,0.672,0.933,2.655,3.92,4.549,rightuppercut
887,0.991,1.758,1.743,8.232,7.472,5.516,lefthook
888,0.187,0.13,0.174,0.238,0.612,0.569,leftnopunch
889,0.139,0.135,0.199,0.165,0.6,0.235,lefthook
