,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
1910,0.498,2.078,1.111,0.382,1.439,1.07,cross
1911,2.751,1.844,2.206,3.426,9.385,11.596,rightuppercut
1912,1.303,0.536,0.958,2.38,2.718,3.724,leftuppercut
1913,0.248,0.197,0.107,0.092,0.219,0.463,rightuppercut
1914,0.072,0.037,0.048,0.061,0.133,0.101,leftuppercut
1915,1.772,3.838,2.925,13.205,14.296,9.046,cross
1916,0.728,0.597,0.703,3.108,3.273,1.785,cross
1917,0.815,2.067,0.903,3.197,4.271,3.427,jab
1918,1.366,1.691,1.674,4.709,10.067,6.261,lefthook
1919,2.425,2.296,1.67,4.615,7.846,10.266,rightuppercut
1920,1.008,1.037,1.24,5.395,4.559,1.499,rightuppercut
1921,0.247,0.194,0.302,0.454,0.249,0.196,rightnopunch
1922,1.459,2.304,1.502,3.871,7.562,2.019,cross
1923,2.411,0.816,0.559,2.328,7.769,5.146,leftuppercut
1924,0.917,2.057,0.488,3.328,3.033,2.98,jab
1925,3.121,1.572,3.53,5.754,13.409,10.774,lefthook
1926,1.749,2.161,2.11,8.001,9.53,5.868,righthook
1927,3.429,2.646,3.9,8.433,12.907,13.601,rightuppercut
1928,1.351,1.338,1.594,6.701,5.43,4.039,righthook
1929,1.103,1.425,0.865,3.425,2.615,2.719,jab
1930,1.646,0.713,1.611,4.727,7.394,4.943,righthook
1931,0.081,0.131,0.189,0.543,0.359,0.214,rightnopunch
1932,1.805,1.808,1.384,4.179,6.603,5.1,leftuppercut
1933,0.538,2.494,1.482,2.332,4.535,3.768,cross
1934,0.298,0.204,0.529,0.466,0.46,1.108,rightnopunch
1935,0.085,0.217,0.304,0.476,0.404,0.3,rightnopunch
1936,2.245,3.967,2.715,3.867,7.512,2.965,jab
1937,0.135,0.345,0.234,1.494,1.255,1.442,leftnopunch
1938,0.13,0.114,0.148,0.411,0.254,0.309,rightnopunch
1939,0.942,0.785,0.527,1.18,1.852,1.054,lefthook
1940,0.399,1.632,0.376,2.593,1.44,3.661,jab
1941,0.299,0.432,0.315,1.304,1.937,1.938,jab
1942,1.707,0.253,0.497,1.094,0.921,1.852,rightuppercut
1943,0.037,0.048,0.031,0.06,0.081,0.106,righthook
1944,1.72,2.681,3.723,16.94,13.24,11.987,lefthook
1945,0.703,1.105,0.921,2.44,4.111,1.337,cross
1946,3.681,2.722,3.159,5.974,13.04,10.525,lefthook
1947,0.167,0.223,0.321,1.644,1.876,0.933,rightnopunch
1948,3.295,2.4,2.773,5.203,7.376,14.254,rightuppercut
1949,0.419,1.308,0.333,3.04,3.911,2.056,jab
1950,1.218,1.209,1.287,1.591,3.38,2.404,rightuppercut
1951,0.45,0.92,0.384,1.242,1.014,0.624,lefthook
1952,0.458,1.791,1.11,1.67,2.473,0.685,cross
1953,1.723,5.014,3.031,7.67,10.851,6.927,jab
1954,0.099,0.066,0.068,0.116,0.141,0.085,righthook
1955,0.751,2.415,3.172,3.995,9.939,2.76,cross
1956,1.509,1.888,1.09,2.356,6.059,2.605,lefthook
1957,0.162,0.072,0.096,0.127,0.289,0.172,rightuppercut
1958,1.055,2.846,1.167,2.789,6.105,2.336,jab
1959,0.418,0.226,0.254,0.34,0.72,0.194,leftnopunch
1960,1.152,1.36,1.245,2.551,5.82,2.839,leftuppercut
1961,0.146,0.121,0.157,0.332,0.258,0.336,leftnopunch
1962,1.237,4.377,2.42,6.905,5.706,4.814,cross
1963,0.244,0.953,0.934,1.937,1.151,0.814,rightuppercut
1964,0.197,0.303,0.288,0.378,0.374,0.362,rightnopunch
1965,1.602,2.654,2.506,10.768,12.103,5.12,cross
1966,0.058,0.119,0.153,0.09,0.239,0.15,lefthook
1967,0.571,0.94,0.787,1.592,1.107,0.788,leftuppercut
1968,1.801,2.254,1.631,5.793,5.822,9.273,leftuppercut
1969,0.148,0.096,0.041,0.119,0.116,0.073,lefthook
1970,0.159,0.185,0.18,1.038,0.958,1.269,leftnopunch
1971,1.364,1.852,0.433,2.56,2.391,1.685,lefthook
1972,0.183,0.104,0.205,0.396,0.807,0.602,leftnopunch
1973,0.817,1.614,0.768,3.781,3.678,4.149,jab
1974,0.941,1.433,1.722,6.591,4.651,3.193,righthook
1975,0.425,0.535,0.257,1.728,1.35,2.077,leftuppercut
1976,1.126,0.605,0.96,1.748,2.419,3.102,leftuppercut
1977,2.455,2.4,1.708,6.386,10.467,10.094,rightuppercut
1978,1.054,1.532,1.567,6.333,6.843,2.288,rightuppercut
1979,0.341,0.405,0.515,2.154,2.302,2.658,righthook
1980,1.294,1.93,2.038,10.536,7.868,4.775,righthook
1981,4.681,2.918,3.109,15.721,18.607,17.858,rightuppercut
1982,1.942,4.031,2.29,6.747,10.555,8.646,jab
1983,0.758,0.734,1.268,5.336,2.326,2.284,cross
1984,1.031,0.224,1.132,1.979,2.403,3.168,righthook
1985,0.515,1.143,0.509,4.952,4.925,2.341,cross
1986,0.943,3.726,2.918,5.396,5.673,4.207,cross
1987,0.294,0.226,0.451,1.718,2.113,1.516,leftnopunch
1988,2.739,1.172,1.939,6.228,7.615,8.145,rightuppercut
1989,0.893,1.961,1.041,1.998,2.642,0.715,cross
1990,0.352,0.978,0.724,1.491,1.271,0.884,rightuppercut
1991,0.82,2.239,1.455,1.436,3.083,1.448,jab
1992,1.735,2.384,2.908,13.235,9.214,11.195,lefthook
1993,0.371,0.41,0.239,1.303,0.822,0.603,jab
1994,2.426,3.752,2.46,2.657,7.466,2.966,jab
1995,0.424,0.337,0.679,1.989,2.243,1.625,rightnopunch
1996,1.611,3.597,3.255,4.791,10.724,3.138,cross
1997,0.343,0.221,0.225,0.086,0.617,0.754,rightuppercut
1998,0.409,0.199,0.331,0.824,0.493,0.542,rightnopunch
1999,0.172,0.178,0.097,0.218,0.274,0.36,leftnopunch
2000,3.074,1.139,2.081,6.696,8.013,6.115,righthook
2001,0.68,0.882,1.725,4.557,4.244,2.929,lefthook
2002,0.393,1.328,1.003,2.601,1.687,2.329,leftuppercut
2003,2.09,1.27,1.607,5.13,6.744,6.007,rightuppercut
2004,0.641,0.754,0.754,1.812,1.147,0.557,leftuppercut
2005,0.181,0.113,0.105,0.236,0.309,0.406,righthook
2006,1.207,2.396,2.855,9.549,8.219,4.822,rightuppercut
2007,0.222,0.724,1.025,2.061,3.055,1.768,rightnopunch
2008,2.743,1.289,1.918,4.074,8.886,7.313,righthook
2009,2.839,3.218,3.331,8.842,10.661,10.037,rightuppercut
2010,0.959,0.197,0.124,0.167,0.537,1.173,rightuppercut
2011,2.534,1.518,2.536,3.97,7.0,7.537,righthook
2012,2.376,1.522,2.148,4.947,5.513,8.927,leftuppercut
2013,3.269,2.113,1.815,2.698,9.731,7.21,righthook
2014,0.189,0.057,0.122,0.178,0.413,0.247,leftuppercut
2015,1.125,4.14,2.568,7.038,5.625,4.009,cross
2016,1.815,4.745,3.688,9.747,13.885,8.244,jab
2017,0.043,0.078,0.082,0.124,0.09,0.093,lefthook
2018,0.455,0.148,0.216,0.806,0.434,0.375,leftnopunch
2019,0.635,2.946,2.115,6.387,6.078,4.064,jab
2020,1.947,1.848,4.022,14.944,13.725,13.087,lefthook
2021,0.45,0.177,0.223,0.327,0.486,0.396,leftnopunch
2022,2.469,4.953,2.44,11.434,12.066,8.708,jab
2023,1.36,3.523,2.381,2.017,5.648,2.743,jab
2024,0.437,0.363,0.335,1.456,1.978,1.701,jab
2025,0.153,0.224,0.038,0.215,0.361,0.468,jab
2026,0.17,0.261,0.22,1.41,1.469,1.519,leftnopunch
2027,0.112,0.046,0.131,0.062,0.164,0.107,leftuppercut
2028,0.957,1.476,0.883,4.849,6.53,5.603,rightuppercut
2029,1.232,4.526,1.843,5.4,5.143,3.608,cross
2030,0.275,0.114,0.28,0.458,0.779,0.377,lefthook
2031,0.444,0.765,0.967,2.788,3.15,2.383,rightnopunch
2032,3.913,3.644,2.352,6.973,12.092,13.815,leftuppercut
2033,1.065,1.563,0.772,2.186,2.535,1.337,lefthook
2034,3.565,3.237,3.041,5.229,11.889,15.025,rightuppercut
2035,0.186,0.126,0.152,0.268,0.381,0.186,leftnopunch
2036,0.074,0.272,0.196,0.688,0.312,0.47,rightnopunch
2037,1.399,2.082,1.442,4.017,5.899,7.979,leftuppercut
2038,0.158,0.14,0.119,0.434,0.234,0.241,rightnopunch
2039,0.753,0.681,0.498,1.843,2.032,1.697,lefthook
2040,0.445,0.495,0.417,1.196,2.0,1.091,rightnopunch
2041,3.105,3.86,2.208,6.222,13.104,11.891,leftuppercut
2042,1.072,5.907,2.126,6.529,5.837,4.285,jab
2043,0.234,0.145,0.196,0.527,0.201,0.385,leftnopunch
2044,3.382,5.887,2.29,9.751,11.211,11.123,jab
2045,3.606,3.214,2.218,4.028,9.758,12.204,rightuppercut
2046,1.689,2.955,2.112,2.849,6.645,2.03,jab
2047,0.088,0.46,0.305,0.28,0.59,0.725,leftnopunch
2048,0.099,0.373,0.164,0.363,0.294,0.704,leftnopunch
2049,0.484,0.636,0.305,0.197,0.4,0.534,jab
2050,4.519,2.322,2.2,3.438,12.553,13.438,righthook
2051,0.13,0.098,0.052,0.119,0.197,0.417,leftnopunch
2052,0.71,1.208,1.75,5.091,4.376,3.302,righthook
2053,0.878,2.105,1.375,2.734,4.746,3.034,jab
2054,0.087,0.152,0.168,0.551,0.3,0.435,rightnopunch
2055,0.104,0.349,0.1,0.127,0.144,0.459,jab
2056,2.853,3.939,2.266,4.083,7.685,2.901,jab
2057,0.338,0.314,0.425,0.81,0.744,1.037,rightnopunch
2058,0.044,0.062,0.045,0.109,0.106,0.163,righthook
2059,1.074,1.682,1.788,7.466,5.281,3.534,righthook
2060,2.252,1.211,1.864,5.572,7.394,7.209,rightuppercut
2061,0.022,0.037,0.022,0.07,0.049,0.036,rightnopunch
2062,0.518,1.535,0.996,2.878,3.724,3.595,jab
2063,0.361,0.583,0.472,0.478,0.768,0.513,rightnopunch
2064,3.265,2.011,2.24,7.918,14.239,12.61,righthook
2065,1.082,1.579,2.529,8.73,4.956,3.128,righthook
2066,0.06,0.051,0.046,0.106,0.108,0.087,rightuppercut
2067,0.738,0.673,1.535,1.579,1.43,1.932,lefthook
2068,2.083,4.352,3.113,12.282,14.573,9.678,cross
2069,0.022,0.031,0.034,0.071,0.04,0.07,jab
2070,0.041,0.04,0.054,0.136,0.09,0.163,righthook
2071,1.424,1.339,1.189,3.274,1.198,1.656,righthook
2072,0.042,0.058,0.026,0.141,0.034,0.107,righthook
2073,0.254,0.065,0.161,0.179,0.344,0.134,leftnopunch
2074,0.388,1.584,0.872,4.545,3.3,2.644,jab
2075,0.103,0.178,0.094,0.145,0.275,0.373,righthook
2076,2.117,2.675,3.785,15.996,12.722,10.094,righthook
2077,0.072,0.199,0.061,0.178,0.373,0.435,jab
2078,0.227,0.309,0.229,0.466,0.22,0.263,rightnopunch
2079,3.796,2.008,3.229,5.054,13.522,9.971,lefthook
2080,0.055,0.032,0.031,0.083,0.068,0.11,righthook
2081,1.716,1.536,1.335,2.658,3.204,1.796,leftuppercut
2082,0.367,0.441,0.664,1.055,1.222,0.637,righthook
2083,0.571,0.678,0.399,1.16,2.762,1.686,jab
2084,1.643,1.282,1.662,4.368,7.754,5.331,leftuppercut
2085,0.181,0.204,0.212,0.426,0.522,0.429,rightnopunch
2086,0.25,0.334,0.208,0.844,0.486,1.044,rightnopunch
2087,3.032,2.117,1.012,4.342,15.594,13.722,leftuppercut
2088,1.408,1.749,1.191,4.988,6.224,4.533,lefthook
2089,0.027,0.027,0.013,0.082,0.064,0.062,cross
2090,0.987,1.143,1.438,4.791,5.096,2.553,rightuppercut
2091,0.315,0.471,0.355,1.477,2.067,1.154,leftnopunch
2092,3.236,2.17,1.303,5.115,13.84,12.138,leftuppercut
2093,0.931,4.065,2.207,7.004,5.635,4.566,jab
2094,1.451,2.928,3.906,19.527,15.003,9.488,lefthook
2095,3.299,2.401,1.807,3.508,15.967,12.865,leftuppercut
2096,0.899,1.198,0.971,1.729,1.307,0.622,leftuppercut
2097,0.297,0.231,0.292,0.436,0.429,0.162,rightnopunch
2098,1.188,2.654,1.668,3.029,5.285,2.315,jab
2099,0.271,0.053,0.116,0.116,0.267,0.449,leftnopunch
2100,0.529,1.655,0.87,4.814,3.11,3.454,jab
2101,2.385,3.122,4.345,20.504,19.196,16.423,righthook
2102,3.548,3.536,2.592,4.685,11.303,16.845,rightuppercut
2103,0.041,0.05,0.021,0.069,0.05,0.094,jab
2104,0.058,0.096,0.135,0.275,0.175,0.067,rightnopunch
2105,0.266,0.169,0.25,1.899,1.291,1.615,leftnopunch
2106,0.177,0.048,0.063,0.142,0.18,0.496,leftnopunch
2107,0.405,0.5,0.644,1.659,1.79,1.651,rightnopunch
2108,0.111,0.043,0.032,0.401,0.423,0.142,rightnopunch
2109,3.276,3.23,2.541,9.406,16.284,16.841,leftuppercut
2110,1.017,2.036,3.522,15.307,13.986,9.719,lefthook
2111,0.461,0.35,0.383,1.72,1.822,1.584,leftnopunch
2112,0.501,0.69,0.667,2.342,2.816,2.442,rightnopunch
2113,0.783,1.356,1.312,3.73,4.701,2.27,rightuppercut
2114,2.696,1.581,2.41,5.955,12.068,10.142,righthook
2115,0.108,0.086,0.158,0.065,0.699,0.219,leftuppercut
2116,1.37,2.167,2.132,7.549,5.338,4.429,righthook
2117,0.201,0.232,0.394,0.463,0.258,0.535,rightnopunch
2118,2.755,1.451,1.265,3.38,7.307,5.367,righthook
2119,1.558,3.876,3.143,8.903,12.439,8.605,jab
2120,1.19,1.208,1.356,2.645,1.337,0.814,leftuppercut
2121,0.532,0.828,0.999,1.095,1.531,0.859,rightuppercut
2122,0.206,1.949,0.733,0.557,0.417,0.823,cross
2123,0.755,2.498,1.553,3.174,5.601,3.362,cross
2124,1.876,2.671,3.843,12.958,11.676,11.705,lefthook
2125,2.282,2.634,4.563,16.67,16.024,10.898,lefthook
2126,1.954,2.194,5.054,20.671,18.736,12.747,righthook
2127,0.212,1.307,0.94,1.759,1.277,0.961,rightuppercut
2128,0.457,0.383,1.072,2.386,3.57,2.536,rightnopunch
2129,0.988,3.794,1.858,7.209,4.796,4.569,jab
2130,1.099,4.914,2.849,7.272,5.649,4.96,jab
2131,2.292,2.701,5.214,20.332,19.589,11.665,righthook
2132,0.07,0.079,0.149,0.248,0.147,0.107,rightnopunch
2133,0.584,0.284,0.269,0.146,1.855,1.16,lefthook
2134,1.782,1.699,1.6,3.124,2.228,2.265,righthook
2135,0.473,2.214,1.304,4.417,2.875,4.159,leftuppercut
2136,0.125,0.161,0.041,0.282,0.279,0.25,rightnopunch
2137,0.264,0.294,0.326,0.72,0.627,0.333,rightnopunch
2138,0.753,0.965,0.34,1.696,1.058,0.817,cross
2139,1.29,1.261,2.145,5.398,6.358,8.159,righthook
2140,2.45,1.749,3.622,5.382,11.795,9.525,lefthook
2141,0.213,0.342,0.141,0.34,0.325,0.258,rightnopunch
2142,1.277,0.899,1.163,5.158,8.354,4.417,lefthook
2143,0.253,0.114,0.317,0.31,1.136,0.259,leftuppercut
2144,1.42,1.374,0.927,5.897,5.184,6.471,cross
2145,0.576,0.391,0.768,2.223,3.166,1.038,rightnopunch
2146,0.899,1.334,0.383,1.675,2.776,4.528,leftuppercut
2147,1.254,2.764,2.751,9.148,9.866,5.539,rightuppercut
2148,0.173,0.286,0.274,0.677,0.455,0.656,rightnopunch
2149,0.126,0.173,0.149,0.625,0.257,0.458,leftnopunch
2150,2.446,4.276,3.326,14.253,14.514,11.94,cross
2151,0.889,5.403,2.672,7.713,6.214,4.784,jab
2152,0.528,0.294,0.499,0.878,0.522,1.22,rightnopunch
2153,1.239,5.686,2.057,6.943,7.548,5.798,jab
2154,4.28,2.341,2.944,13.447,17.502,16.297,rightuppercut
2155,0.162,0.266,0.327,0.512,0.548,0.329,rightnopunch
2156,0.281,0.14,0.091,0.147,0.455,0.259,lefthook
2157,1.331,3.813,2.332,5.172,5.831,5.079,cross
2158,1.042,4.81,2.433,4.393,6.649,4.433,cross
2159,1.102,3.84,2.06,6.35,6.122,4.582,cross
2160,2.143,2.159,1.557,3.029,10.002,5.04,lefthook
2161,0.142,0.362,0.154,0.777,0.182,0.408,rightnopunch
2162,1.088,4.566,2.79,8.18,7.073,4.364,jab
2163,0.448,0.377,0.339,1.269,1.295,1.604,leftnopunch
2164,0.584,0.356,0.455,1.451,1.304,2.822,lefthook
2165,0.145,0.367,0.443,1.173,2.145,1.527,rightnopunch
2166,0.387,0.436,0.625,2.109,2.032,1.978,rightnopunch
2167,1.713,2.201,2.838,11.209,13.417,6.88,cross
2168,0.113,0.099,0.088,0.11,0.132,0.305,rightuppercut
2169,0.211,0.184,0.435,0.339,0.409,0.777,rightnopunch
2170,0.266,0.351,0.378,0.835,0.827,0.611,lefthook
2171,0.554,0.75,0.776,1.256,1.278,1.222,lefthook
2172,0.603,1.311,1.049,1.335,1.297,1.036,rightuppercut
2173,1.874,5.162,3.42,8.614,13.591,7.112,jab
2174,1.235,1.994,1.041,2.175,3.842,1.901,lefthook
2175,1.459,1.931,1.298,3.5,2.826,4.157,leftuppercut
2176,0.058,0.122,0.037,0.115,0.037,0.084,jab
2177,1.882,1.231,1.436,3.73,6.575,3.757,rightuppercut
2178,1.478,1.218,0.595,1.733,1.618,0.778,righthook
2179,1.593,3.433,2.884,4.732,9.99,2.073,cross
2180,0.617,1.793,0.65,5.716,8.527,3.57,cross
2181,0.088,0.057,0.13,0.097,0.212,0.105,leftuppercut
2182,1.114,2.506,2.624,6.922,9.25,6.358,jab
2183,1.739,4.915,3.048,8.759,11.354,8.237,jab
2184,2.093,1.69,1.473,2.959,9.37,3.431,lefthook
2185,0.243,0.314,0.398,0.793,0.394,0.633,rightnopunch
2186,0.958,1.357,1.023,3.366,5.751,2.989,lefthook
2187,0.211,0.178,0.142,0.658,0.234,0.478,rightnopunch
2188,0.348,0.396,0.408,0.856,0.699,0.982,rightnopunch
2189,3.903,3.62,2.692,7.621,11.566,13.261,rightuppercut
2190,0.173,0.204,0.315,0.993,0.521,0.718,rightnopunch
2191,2.181,3.226,4.052,18.766,17.413,11.585,righthook
2192,0.739,2.554,1.117,2.669,1.477,1.398,cross
2193,0.915,1.172,0.933,3.969,5.38,3.138,lefthook
2194,0.321,0.591,0.851,2.046,2.804,2.523,rightnopunch
2195,3.401,2.364,1.826,4.043,13.659,14.726,leftuppercut
2196,1.035,1.148,2.163,4.311,3.553,5.338,lefthook
2197,2.184,1.116,1.714,4.111,9.407,5.38,rightuppercut
2198,0.056,0.048,0.045,0.155,0.09,0.256,righthook
2199,3.299,2.322,1.683,5.356,11.339,13.146,righthook
2200,0.265,0.177,0.176,0.267,0.582,0.147,leftnopunch
2201,0.101,0.121,0.047,0.14,0.337,0.434,righthook
2202,0.718,1.786,1.05,5.087,5.891,3.93,jab
2203,0.136,0.296,0.198,0.488,0.642,0.623,rightnopunch
2204,0.382,0.225,0.466,0.748,0.682,0.943,rightnopunch
2205,0.251,0.245,0.351,1.512,2.021,1.857,leftnopunch
2206,0.268,0.915,0.604,3.834,3.023,2.629,lefthook
2207,0.045,0.416,0.227,0.399,0.333,0.562,cross
2208,2.094,4.331,2.502,8.105,14.901,9.05,jab
2209,1.036,1.419,1.473,1.693,4.587,3.369,rightuppercut
2210,0.212,0.096,0.08,0.357,0.458,0.295,leftnopunch
2211,0.853,0.376,0.37,0.313,0.696,0.975,righthook
2212,2.313,4.947,2.665,7.726,11.468,6.824,jab
2213,1.709,3.194,1.744,4.273,6.833,11.15,leftuppercut
2214,0.376,0.481,0.246,1.502,1.932,1.843,leftnopunch
2215,0.914,3.484,2.141,5.27,4.978,3.561,cross
2216,0.394,0.53,0.402,0.364,0.612,0.862,jab
2217,2.038,1.724,1.751,7.981,10.642,6.845,rightuppercut
2218,0.069,0.097,0.097,0.221,0.165,0.166,leftnopunch
2219,3.751,3.713,3.301,6.946,10.786,15.83,rightuppercut
2220,0.775,2.741,2.873,3.283,7.922,2.632,cross
2221,1.836,2.268,3.546,11.209,16.067,9.372,righthook
2222,0.895,1.482,0.831,4.36,7.303,3.263,cross
2223,1.852,5.008,2.126,7.149,11.413,8.092,jab
2224,0.548,0.684,0.462,3.135,2.711,1.713,cross
2225,0.85,0.87,0.962,1.174,4.309,2.679,leftuppercut
2226,1.419,1.857,2.334,8.73,7.937,4.758,righthook
2227,3.539,5.757,2.597,7.915,10.649,9.884,jab
2228,0.081,0.078,0.077,0.198,0.234,0.194,leftnopunch
2229,1.165,4.273,2.382,4.918,5.66,3.329,cross
2230,1.217,1.851,0.848,3.362,4.565,4.824,jab
2231,0.174,1.071,0.347,0.287,0.523,0.647,cross
2232,0.044,0.092,0.044,0.116,0.056,0.122,jab
2233,0.587,0.125,0.107,0.389,0.794,1.163,righthook
2234,0.253,0.309,0.172,0.653,0.716,0.515,jab
2235,0.976,2.622,1.919,2.861,4.21,3.288,cross
2236,3.26,1.961,2.715,5.91,12.926,8.239,lefthook
2237,0.084,0.103,0.163,0.471,0.41,0.118,rightnopunch
2238,1.428,1.866,0.684,2.03,3.268,2.154,lefthook
2239,0.299,0.117,0.352,0.482,0.641,0.422,rightnopunch
2240,0.674,1.591,1.481,2.438,5.928,1.653,cross
2241,2.237,1.594,1.577,3.81,7.121,5.567,leftuppercut
2242,0.03,0.368,0.134,0.18,0.094,0.315,jab
2243,2.068,1.41,2.285,4.545,5.487,10.042,lefthook
2244,3.847,3.446,2.52,5.701,9.71,10.602,leftuppercut
2245,1.452,3.369,2.152,6.24,9.85,4.839,jab
2246,1.675,1.143,2.036,5.616,7.354,9.905,righthook
2247,0.3,0.197,0.374,0.407,0.507,0.43,rightnopunch
2248,0.241,0.385,0.603,0.871,0.834,0.325,leftuppercut
2249,2.515,3.794,2.604,2.949,8.019,2.904,jab
2250,1.206,2.604,1.443,6.002,4.441,3.013,jab
2251,1.951,2.848,2.826,11.647,10.657,6.685,cross
2252,0.757,1.061,0.412,2.132,2.607,1.618,rightuppercut
2253,2.793,1.949,2.158,3.8,10.878,11.555,leftuppercut
2254,4.652,3.702,3.219,11.441,19.455,20.871,rightuppercut
2255,0.431,0.413,0.22,0.68,0.383,0.757,righthook
2256,0.155,0.14,0.034,0.101,0.115,0.069,lefthook
2257,0.512,0.23,0.498,0.662,0.387,1.026,rightnopunch
2258,0.789,0.245,0.246,0.304,0.908,1.292,rightuppercut
2259,3.823,2.867,2.428,4.543,12.762,11.668,leftuppercut
2260,0.104,0.048,0.13,0.177,0.579,0.117,leftuppercut
2261,0.928,1.329,0.998,3.869,2.863,3.444,cross
2262,0.043,0.073,0.046,0.093,0.038,0.129,righthook
2263,0.62,0.383,0.641,0.658,0.64,0.745,rightnopunch
2264,1.765,1.498,1.277,3.822,8.707,5.234,lefthook
2265,1.089,2.117,1.769,2.84,8.414,2.02,cross
2266,0.449,1.243,0.451,2.157,0.823,1.148,righthook
2267,0.575,0.218,0.256,0.293,0.365,0.294,leftnopunch
2268,0.277,0.172,0.32,1.327,1.078,1.344,leftnopunch
2269,0.107,0.104,0.123,0.365,0.362,0.805,leftnopunch
2270,2.398,2.843,4.374,19.418,18.2,12.348,righthook
2271,0.437,0.881,0.52,3.252,2.47,2.331,jab
2272,0.428,1.459,0.778,2.785,2.147,1.458,leftuppercut
2273,1.033,2.478,1.546,2.361,4.803,2.08,jab
2274,0.844,1.854,1.888,7.525,5.108,3.342,righthook
2275,0.216,0.075,0.141,0.175,0.337,0.387,leftnopunch
2276,2.877,3.512,2.521,5.563,10.768,11.506,rightuppercut
2277,0.207,0.073,0.143,0.081,0.375,0.227,lefthook
2278,0.479,0.173,0.223,0.415,0.136,0.497,leftnopunch
2279,0.4,0.527,0.422,3.424,3.185,1.796,cross
2280,1.799,3.653,1.265,4.612,6.869,5.327,jab
2281,0.408,0.165,0.202,0.533,0.421,0.729,leftnopunch
2282,0.174,0.072,0.124,0.137,0.41,0.266,lefthook
2283,1.659,2.582,2.065,7.55,6.097,10.383,rightuppercut
2284,0.965,2.742,2.964,3.477,8.687,2.57,cross
2285,2.099,3.187,3.244,14.026,13.141,15.355,lefthook
2286,0.095,0.045,0.023,0.089,0.142,0.106,rightuppercut
2287,0.787,1.488,0.624,2.914,3.534,1.198,cross
2288,1.481,2.222,2.582,12.668,14.242,7.008,cross
2289,2.076,3.661,4.317,17.807,13.842,7.021,cross
2290,1.107,4.472,2.931,9.568,7.224,4.604,jab
2291,0.156,0.434,0.341,2.251,1.48,1.328,jab
2292,2.082,3.999,2.815,3.578,7.351,2.841,jab
2293,0.038,0.049,0.035,0.117,0.084,0.07,righthook
2294,2.048,1.606,1.546,3.926,8.164,6.633,leftuppercut
2295,0.239,0.226,0.226,0.291,0.246,0.273,cross
2296,0.377,0.452,0.486,1.478,1.213,0.887,cross
2297,0.048,0.068,0.043,0.079,0.173,0.227,cross
2298,1.569,2.357,2.901,4.566,8.773,2.228,cross
2299,0.132,1.238,0.315,2.135,2.604,3.039,jab
2300,0.19,0.125,0.223,0.291,0.368,0.703,leftnopunch
2301,0.496,1.306,0.428,2.036,1.136,0.949,leftuppercut
2302,0.505,0.193,0.177,0.546,0.501,0.635,leftnopunch
2303,2.997,2.282,1.879,3.536,11.531,7.706,lefthook
2304,1.613,4.701,2.686,7.969,10.482,7.846,jab
2305,0.094,0.058,0.047,0.072,0.11,0.188,righthook
2306,2.908,4.68,2.712,8.025,12.147,10.372,jab
2307,2.27,1.307,1.631,3.811,8.455,6.541,leftuppercut
2308,0.869,0.486,0.427,0.597,0.585,1.753,righthook
2309,0.626,1.399,0.609,3.913,5.877,3.342,cross
2310,0.154,0.133,0.065,0.183,0.128,0.409,leftnopunch
2311,0.184,0.402,0.28,1.81,1.34,2.035,jab
2312,0.329,0.338,0.793,1.653,1.251,0.887,rightnopunch
2313,0.429,0.297,0.186,0.625,0.247,0.814,leftnopunch
2314,0.354,0.408,0.314,1.677,1.149,0.59,leftuppercut
2315,1.109,1.956,1.339,5.382,4.884,3.316,rightuppercut
2316,0.541,0.493,0.789,1.356,1.479,0.767,leftuppercut
2317,1.727,2.767,1.667,4.398,4.019,6.096,leftuppercut
2318,0.379,0.622,0.664,0.671,0.647,0.689,rightnopunch
2319,0.392,0.373,0.287,1.284,0.413,1.27,rightnopunch
2320,0.382,0.37,0.255,0.891,0.365,1.566,rightnopunch
2321,2.802,1.22,2.797,4.47,11.455,10.994,lefthook
2322,0.839,0.727,0.495,1.812,2.62,2.236,lefthook
2323,2.373,4.405,2.63,10.609,12.655,9.979,jab
2324,0.57,2.265,1.098,3.106,4.27,3.582,jab
2325,0.246,0.502,0.331,2.781,2.048,2.551,lefthook
2326,0.159,0.223,0.284,1.572,1.246,1.598,leftnopunch
2327,0.109,0.067,0.038,0.192,0.25,0.145,rightuppercut
2328,0.413,0.315,0.221,0.708,0.596,0.455,leftnopunch
2329,0.494,2.555,1.356,1.715,1.733,1.591,jab
2330,1.694,1.781,2.442,5.536,6.698,7.722,lefthook
2331,1.759,0.432,0.737,1.337,4.478,5.173,rightuppercut
2332,1.17,2.984,2.658,11.041,7.384,6.008,rightuppercut
2333,0.888,2.156,0.803,4.585,4.072,4.509,jab
2334,1.708,2.095,1.444,3.376,1.313,2.364,righthook
2335,0.245,0.491,0.863,1.698,2.194,1.685,rightuppercut
2336,0.49,0.258,0.301,0.57,0.315,0.578,leftnopunch
2337,0.052,0.186,0.079,0.553,0.163,0.285,rightnopunch
2338,2.791,5.985,2.662,7.682,13.612,11.618,jab
2339,0.405,0.155,0.073,0.163,0.358,0.656,leftnopunch
2340,1.007,1.659,1.855,7.848,6.574,4.104,rightuppercut
2341,0.897,1.432,0.727,2.374,3.302,2.056,jab
2342,0.205,0.517,0.521,1.232,1.312,0.712,lefthook
