"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.719067291945998E9,"2024-06-22 16:41:31.946 UTC+02:00"
"PAUSE",3.005863192916149E2,1.719067592532302E9,"2024-06-22 16:46:32.532 UTC+02:00"
