"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.800289381E0,-2.683721483E-1,-6.652380228E-1,-1.106510833E-1
3.820209746E0,-2.412087023E-1,-7.196314931E-1,-1.021292135E-1
3.840096934E0,-2.251636237E-1,-7.361425757E-1,-9.733566642E-2
3.859954017E0,-2.283593267E-1,-6.471290588E-1,-1.037270650E-1
3.879858548E0,-2.348173112E-1,-5.165048838E-1,-1.138467789E-1
3.899755006E0,-2.240983993E-1,-4.600475132E-1,-1.181077138E-1
3.919676777E0,-2.043915838E-1,-4.861457348E-1,-1.095858440E-1
3.939574173E0,-1.878804713E-1,-5.165048838E-1,-9.946613014E-2
3.959421777E0,-1.777607650E-1,-5.421370268E-1,-8.022536337E-2
3.979305006E0,-1.543256342E-1,-5.820832849E-1,-5.625762045E-2
3.999222038E0,-1.228346825E-1,-5.964639187E-1,-6.584471464E-2
4.019112142E0,-1.009974033E-1,-5.746266246E-1,-9.627043456E-2
4.038970840E0,-8.395367861E-2,-5.714309216E-1,-1.484668553E-1
4.058883340E0,-7.649704814E-2,-6.236939430E-1,-2.353499234E-1
4.078744746E0,-8.235582709E-2,-6.838796139E-1,-3.174394369E-1
4.098655215E0,-7.862751186E-2,-6.721620560E-1,-3.685706258E-1
4.118562923E0,-7.543181628E-2,-6.109111309E-1,-3.840830922E-1
4.138430527E0,-9.141030908E-2,-5.831484795E-1,-3.627118468E-1
4.158318340E0,-1.350848675E-1,-5.953986645E-1,-2.892107666E-1
4.178221100E0,-1.862826198E-1,-5.453327298E-1,-1.665758193E-1
4.198107298E0,-2.017285079E-1,-3.896755576E-1,-2.483324520E-2
4.217986986E0,-1.804238409E-1,-1.551911384E-1,6.844121963E-2
4.237886204E0,-1.399449855E-1,1.342859417E-1,1.627809256E-1
4.257780579E0,-1.731003635E-2,4.833494723E-1,3.120467067E-1
4.277678913E0,2.001306564E-1,8.521864414E-1,5.278895497E-1
4.297563340E0,4.565189183E-1,1.182675004E0,7.927996516E-1
4.317447142E0,6.808836460E-1,1.491792321E0,1.052383661E0
4.337369329E0,8.866733313E-1,1.772680879E0,1.288998485E0
4.357258496E0,1.091863871E0,1.932066441E0,1.536332369E0
4.377147142E0,1.241062999E0,1.967751741E0,1.851374984E0
4.397041725E0,1.328478694E0,2.140985250E0,2.223407745E0
4.416896309E0,1.408970356E0,2.620140314E0,2.558090448E0
4.436814017E0,1.568888545E0,3.403153181E0,2.861349106E0
4.456667142E0,1.742654681E0,4.274047852E0,3.100693703E0
4.476578600E0,1.789524913E0,4.855065823E0,3.202489853E0
4.496468236E0,1.622216702E0,4.810259342E0,3.257948637E0
4.516380059E0,1.260836482E0,4.213329315E0,3.572924614E0
4.536273079E0,1.022557139E0,2.896235466E0,4.237563610E0
4.556162871E0,9.415328503E-1,1.467824578E0,4.781764507E0
4.576054642E0,8.152361512E-1,2.323539555E-1,5.004597664E0
4.595933756E0,5.556522012E-1,-9.786162376E-1,5.034956932E0
4.615817611E0,2.950029671E-1,-2.285590649E0,5.030695915E0
4.635710215E0,-8.288844675E-2,-3.726784229E0,5.157525539E0
4.655652246E0,-7.230269313E-1,-4.841284275E0,5.356324673E0
4.675551465E0,-1.388731003E0,-5.017713547E0,5.212451458E0
4.695374277E0,-1.788459659E0,-4.542286873E0,4.592552662E0
4.715251777E0,-2.257495165E0,-3.747556448E0,3.846889257E0
4.735168496E0,-2.282594681E0,-2.054767847E0,3.220598936E0
4.755042611E0,-1.349849939E0,1.009974003E0,2.803293943E0
4.774968913E0,1.127149686E-1,4.521381378E0,2.524003029E0
4.794833444E0,1.281075835E0,6.517495155E0,2.058163404E0
4.814728392E0,1.869483948E0,6.487069607E0,1.543256402E0
4.834618184E0,2.254832029E0,6.072959900E0,7.549839020E-1
4.854534381E0,2.533057451E0,6.229083061E0,-3.776916862E-1
4.874383079E0,1.566758037E0,7.380400658E0,-2.858219862E0
4.894287090E0,-1.815157056E0,5.598598480E0,-6.471423626E0
4.914195163E0,-6.218763828E0,-8.065145612E-1,-8.757480621E0
4.934076413E0,-9.223320007E0,-5.032094002E0,-9.365661621E0
4.953958496E0,-1.027650261E1,-5.009191513E0,-8.463275909E0
4.973855111E0,-9.361866951E0,-2.747702122E0,-7.093453407E0
4.993734173E0,-7.702100754E0,2.957353294E-1,-6.553513527E0
5.013664590E0,-6.018366814E0,2.081332207E0,-6.518893242E0
5.033583027E0,-4.668783188E0,1.859563947E0,-6.165502071E0
5.053399434E0,-3.354951382E0,6.224955320E-1,-5.711380005E0
5.073290892E0,-1.870549202E0,-3.758275211E-1,-4.764787197E0
5.093215371E0,6.657706574E-3,-1.183740199E-1,-3.656678677E0
5.113088704E0,1.757567883E0,4.354139864E-1,-3.091173172E0
5.132991204E0,3.079388857E0,1.278279573E-1,-2.449969292E0
5.152855371E0,3.849618912E0,-2.495308369E-1,-1.881268144E0
5.172764173E0,4.168323517E0,-3.468665108E-2,-1.849777102E0
5.192632454E0,4.133170605E0,4.583165050E-1,-1.964422822E0
5.212534121E0,4.025515556E0,1.106444240E0,-1.942518950E0
5.232410579E0,3.723788261E0,1.787594199E0,-1.805570006E0
5.252327663E0,3.281916380E0,2.269479036E0,-1.534268498E0
5.272226725E0,2.829991341E0,2.590313911E0,-1.115365505E0
5.292106465E0,2.345443487E0,2.880789518E0,-6.036542654E-1
5.311998600E0,1.884397268E0,3.153688908E0,-2.747635543E-1
5.331871100E0,1.419090152E0,3.274126768E0,-1.612496525E-1
5.351771256E0,9.884696603E-1,3.133449554E0,-3.761604056E-2
5.371679902E0,6.643725038E-1,2.817408085E0,1.169759035E-1
5.391561204E0,4.906063974E-1,2.369677544E0,1.334870160E-1
5.411452559E0,4.053211510E-1,1.609034538E0,9.726908803E-2
5.431349225E0,4.266923964E-1,5.233622789E-1,5.938674137E-2
5.451245788E0,5.290213227E-1,-7.523208112E-2,1.411433797E-2
5.471120892E0,6.175022721E-1,3.053224087E-1,7.643046975E-2
5.491016777E0,5.913375020E-1,8.569799662E-1,1.212368309E-1
5.510895215E0,4.272250235E-1,1.056910872E0,4.234301299E-2
5.530769381E0,2.497305721E-1,8.670997024E-1,-8.608414233E-2
5.550689902E0,1.121823564E-1,3.597158790E-1,-1.319557428E-1
5.570567871E0,2.689713426E-2,-6.937330216E-2,-1.404775977E-1
5.590462194E0,-1.624480449E-2,-1.956699938E-1,-1.474016160E-1
5.610357559E0,-4.933360592E-2,-1.348851323E-1,-1.314231306E-1
5.630246152E0,-8.342105895E-2,-1.167761683E-1,-9.786828607E-2
5.650142402E0,-1.015300229E-1,-2.041918486E-1,-5.359453708E-2
5.670036621E0,-1.196389869E-1,-2.948032320E-1,-1.151783206E-2
5.689903548E0,-1.361500919E-1,-3.049229383E-1,-1.950708032E-2
5.709809798E0,-1.286934614E-1,-3.070534170E-1,-5.998593569E-2
5.729706309E0,-9.034507722E-2,-3.449357748E-1,-8.182321489E-2
5.749600892E0,-4.394086078E-2,-3.353486657E-1,-1.031944528E-1
5.769513704E0,-3.328853101E-2,-3.113143444E-1,-1.122489274E-1
5.789350371E0,-5.306192115E-2,-3.507945538E-1,-1.314231306E-1
5.809270892E0,-9.194292873E-2,-4.403406978E-1,-1.511299312E-1
5.829161100E0,-1.254977584E-1,-4.952002168E-1,-1.399449855E-1
5.849021569E0,-1.318891644E-1,-4.557865858E-1,-1.149120107E-1
5.868912454E0,-1.308239251E-1,-3.859472275E-1,-8.555153012E-2
5.888823600E0,-1.345522404E-1,-3.561207056E-1,-6.158378348E-2
5.908727350E0,-1.399449855E-1,-3.806210756E-1,-5.359453708E-2
5.928598184E0,-1.468690038E-1,-4.163063765E-1,-6.584471464E-2
5.948532194E0,-1.505973190E-1,-3.997952640E-1,-7.702966034E-2
5.968386725E0,-1.521951705E-1,-3.412074447E-1,-8.608414233E-2
5.988290579E0,-1.489994675E-1,-3.102491200E-1,-8.182321489E-2
6.008177767E0,-1.260303855E-1,-2.958684862E-1,-9.467258304E-2
6.028065371E0,-9.513862431E-2,-2.777595222E-1,-9.840089828E-2
6.047937506E0,-8.022536337E-2,-2.873466015E-1,-8.874722570E-2
6.067822871E0,-7.543181628E-2,-3.342834413E-1,-9.034507722E-2
6.087706881E0,-7.543181628E-2,-3.518597782E-1,-9.893351793E-2
6.107614590E0,-7.117088139E-2,-2.953358591E-1,-1.165098622E-1
6.127513392E0,-8.235582709E-2,-2.244312763E-1,-1.276948154E-1
6.147404850E0,-1.079214215E-1,-1.972678453E-1,-1.202381775E-1
6.167282350E0,-1.265629977E-1,-1.679739356E-1,-8.821461350E-2
6.187159069E0,-1.244325340E-1,-8.588441461E-2,-8.854749613E-3
6.207066829E0,-1.148454323E-1,1.271621883E-2,9.513862431E-2
6.226935944E0,-1.073888019E-1,9.214265645E-2,1.798246503E-1
6.246856673E0,-5.465976894E-2,2.035260797E-1,2.539249361E-1
6.266719381E0,1.270956099E-1,3.453352451E-1,3.866795897E-1
6.286624694E0,4.325511754E-1,4.077179432E-1,6.803510189E-1
6.306540319E0,7.208964229E-1,4.119788706E-1,1.058242440E0
6.326435215E0,8.850755095E-1,4.982627332E-1,1.418024898E0
6.346330788E0,1.014035225E0,7.429334521E-1,1.750044703E0
6.366218652E0,1.179812193E0,1.065432787E0,2.053902388E0
6.386093444E0,1.458037734E0,1.364962935E0,2.336388826E0
6.405988600E0,1.810896158E0,1.617622972E0,2.535187960E0
6.425852246E0,2.056565523E0,1.838259339E0,2.542644739E0
6.445750111E0,2.113621950E0,1.879803419E0,2.609820843E0
6.465674277E0,2.056565523E0,1.450248241E0,3.039908648E0
6.485575892E0,2.122143984E0,8.117075562E-1,3.600088120E0
6.505433548E0,2.269811869E0,3.133116663E-1,4.136832237E0
6.525332402E0,2.317747355E0,-1.860828996E-1,4.647478580E0
6.545208027E0,2.260158062E0,-9.344090819E-1,5.086620808E0
6.565086569E0,1.893984318E0,-1.788259983E0,5.557853222E0
6.584998913E0,1.413231373E0,-2.266882420E0,6.089204788E0
6.604900788E0,1.111038089E0,-1.727009058E0,6.367430210E0
