"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.718922843108744E9,"2024-06-21 00:34:03.109 UTC+02:00"
"PAUSE",3.006151458332897E2,1.718923143718782E9,"2024-06-21 00:39:03.719 UTC+02:00"
