"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.719062252717235E9,"2024-06-22 15:17:32.717 UTC+02:00"
"PAUSE",2.255805344583350E2,1.719062478284045E9,"2024-06-22 15:21:18.284 UTC+02:00"
"START",2.255805344583350E2,1.719062836997784E9,"2024-06-22 15:27:16.998 UTC+02:00"
"PAUSE",4.261577543333406E2,1.719063037575164E9,"2024-06-22 15:30:37.575 UTC+02:00"
