"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.830416732E-4,4.694932401E-1,-2.972122133E-1,4.777781069E-1
2.003404166E-2,3.200077116E-1,-5.565572381E-1,7.267774343E-1
3.988404167E-2,2.400027364E-1,-6.783114672E-1,9.117975831E-1
5.973504166E-2,1.331741959E-1,-7.466779947E-1,9.689307213E-1
7.958504168E-2,3.407848999E-2,-7.662878633E-1,9.041323066E-1
9.943604167E-2,-2.055235021E-2,-8.144681454E-1,7.182964087E-1
1.192860417E-1,-5.660714582E-2,-9.522078633E-1,4.048661292E-1
1.391370417E-1,-6.359460205E-2,-9.663382173E-1,3.432593495E-2
1.589880417E-1,-7.931541651E-2,-7.649800181E-1,-1.563570797E-1
1.788380417E-1,-1.274508238E-1,-3.922711313E-1,-2.517698109E-1
1.986890417E-1,-2.164121866E-1,4.950857162E-2,-3.973241746E-1
2.185390417E-1,-2.353660464E-1,3.376739621E-1,-5.539263487E-1
2.383900417E-1,-1.163130552E-1,4.239472151E-1,-6.171582937E-1
2.582410417E-1,3.344246745E-2,4.619307518E-1,-5.999788642E-1
2.780910417E-1,1.525893807E-1,5.756910443E-1,-5.578225255E-1
2.979420417E-1,3.318318725E-1,8.058006763E-1,-5.621923208E-1
3.177920417E-1,5.019859076E-1,9.875490069E-1,-5.057862401E-1
3.376430417E-1,5.774940848E-1,1.000118256E0,-2.837516367E-1
3.574940417E-1,6.119161248E-1,8.520832658E-1,2.193091065E-2
3.773440417E-1,6.758216023E-1,5.755154490E-1,3.610953391E-1
3.971950417E-1,6.312069893E-1,2.016332448E-1,6.421567798E-1
4.170450417E-1,4.921575189E-1,-1.800342053E-1,8.760102391E-1
4.368960417E-1,2.857896090E-1,-4.024349451E-1,1.026697755E0
4.567460417E-1,9.156370163E-2,-5.237486959E-1,1.081895471E0
4.765970417E-1,-8.787390590E-2,-5.755516291E-1,1.020254850E0
4.964480417E-1,-2.516811788E-1,-6.166402698E-1,8.540526628E-1
5.162980417E-1,-4.073702395E-1,-6.617362499E-1,6.130917072E-1
5.361490417E-1,-5.414028168E-1,-5.453315973E-1,3.299750090E-1
5.559990417E-1,-6.908205152E-1,-2.246311009E-1,8.432181180E-2
5.758500417E-1,-8.680753112E-1,1.568950564E-1,-1.295688897E-1
5.957010417E-1,-1.085641503E0,5.338992476E-1,-3.842734993E-1
6.155510417E-1,-1.117185116E0,7.619786263E-1,-5.332187414E-1
6.354020417E-1,-1.077293992E0,7.312247753E-1,-6.451830864E-1
6.552520417E-1,-9.557857513E-1,4.876261950E-1,-8.086228371E-1
6.751030417E-1,-6.882199049E-1,1.785190552E-1,-1.033280849E0
6.949542500E-1,-3.816629946E-1,4.286947474E-2,-1.140102625E0
7.148042500E-1,-1.034900323E-1,1.248772517E-1,-9.713214040E-1
7.346552500E-1,8.542567492E-2,3.136052787E-1,-7.414046526E-1
7.545052500E-1,2.578242421E-1,3.737939000E-1,-5.137081742E-1
7.743562500E-1,4.529569745E-1,8.357450366E-2,-1.740567237E-1
7.942072500E-1,6.756930351E-1,-3.885923326E-1,1.947547197E-1
8.140572500E-1,7.859930992E-1,-8.023943901E-1,3.795905709E-1
8.339082500E-1,9.093222618E-1,-9.692478776E-1,4.722292423E-1
8.537582500E-1,1.064958453E0,-8.370808363E-1,4.935429096E-1
8.736092500E-1,1.223462939E0,-4.012591839E-1,5.343156457E-1
8.934592500E-1,1.088065863E0,2.758864462E-1,4.793359041E-1
9.133102500E-1,7.477763891E-1,1.226741195E0,3.749177456E-1
9.331612500E-1,4.277050197E-1,2.035944462E0,1.822721213E-1
9.530112500E-1,1.500596702E-1,2.714596748E0,-1.405590493E-2
9.728622500E-1,-2.067111433E-1,3.369660378E0,-1.870836318E-1
9.927122500E-1,-2.553513348E-1,4.047832489E0,-1.477108598E-1
