"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.718923359441377E9,"2024-06-21 00:42:39.441 UTC+02:00"
"PAUSE",3.005928864166490E2,1.718923660029166E9,"2024-06-21 00:47:40.029 UTC+02:00"
