"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.891849999E-2,9.734362757E-1,2.433338090E0,1.971733158E0
3.876749999E-2,7.905915034E-1,2.522134199E0,1.843128912E0
5.861650000E-2,3.429286730E-1,2.060175803E0,1.605078823E0
7.846550000E-2,-2.429062021E-1,1.326067234E0,1.306115364E0
9.831549998E-2,-1.121128757E0,6.274082860E-1,1.151300974E0
1.181645000E-1,-1.817409350E0,8.940860510E-2,1.142690949E0
1.380135000E-1,-2.587453153E0,-1.892655998E-1,1.117768874E0
1.578625000E-1,-3.181235563E0,-4.653600132E-1,1.001233866E0
1.777115000E-1,-3.573043451E0,-5.681727755E-1,8.978184749E-1
1.975615000E-1,-3.575344330E0,-5.004845300E-1,8.823805100E-1
2.174105000E-1,-3.284500900E0,-4.185056895E-1,1.077002744E0
2.372595000E-1,-2.891596659E0,1.366026521E-2,1.177521644E0
2.571085000E-1,-2.195772150E0,4.592835867E-1,1.445941586E0
2.769575000E-1,-1.076064851E0,1.012902935E0,1.938462501E0
2.968075000E-1,5.659771460E-1,1.383186637E0,1.852483142E0
3.166565000E-1,1.314858121E0,1.994754816E0,1.752334371E0
3.365055000E-1,1.655719219E0,2.034144876E0,1.310584391E0
3.563545000E-1,2.224236980E0,1.346896478E0,7.210061288E-1
3.762035000E-1,3.508202507E0,1.074273849E-1,1.294976272E-1
3.960535000E-1,4.820070947E0,-8.436415368E-1,-3.306617993E-1
4.159025000E-1,4.851518442E0,-1.234813540E0,-1.198268807E0
4.357506250E-1,4.250110677E0,-1.526229412E0,-2.002650896E0
4.555996250E-1,3.172822005E0,-1.749410032E0,-2.534309564E0
4.754486250E-1,2.233967332E0,-2.130104409E0,-2.801612688E0
4.952986250E-1,1.192691660E0,-2.604024162E0,-2.996250125E0
5.151476250E-1,-1.217209035E-1,-2.701156939E0,-3.091563249E0
5.349966250E-1,-1.192718557E0,-2.532778178E0,-2.794683153E0
5.548456250E-1,-1.946206554E0,-2.700997894E0,-2.691165217E0
5.746946250E-1,-2.434333870E0,-2.897991759E0,-2.523629040E0
5.945446250E-1,-2.820084043E0,-2.911137469E0,-2.255414919E0
