"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.634666643E-3,2.020731568E-2,8.754403330E-3,-2.766228095E-2
2.663666662E-2,1.528671291E-2,2.891001478E-2,-3.543392196E-2
4.663866665E-2,1.738709398E-2,1.952171698E-2,-4.173306376E-2
6.663966662E-2,2.396347560E-2,1.547448803E-3,-4.323227331E-2
8.664166665E-2,3.433039039E-2,-2.058143727E-3,-3.829012811E-2
1.066426666E-1,5.156235397E-2,1.239192206E-2,-2.623693831E-2
1.266446667E-1,5.940348282E-2,1.661318541E-2,-1.342650037E-2
1.466466250E-1,6.154480949E-2,7.551585790E-3,-4.187102895E-4
1.666486250E-1,6.685395539E-2,-1.307596825E-2,3.937634639E-3
1.866496250E-1,6.998403370E-2,-2.757379971E-2,3.154692706E-3
2.066516250E-1,7.712557167E-2,-2.412447147E-2,-5.404434050E-4
2.266536250E-1,8.220894635E-2,5.394825712E-5,-1.704804716E-3
2.466546250E-1,7.157073170E-2,2.582947537E-2,-1.073134365E-3
2.666566250E-1,5.061359704E-2,4.338761419E-2,-1.094112545E-2
2.866576250E-1,3.569362313E-2,4.074701667E-2,-1.558951940E-2
3.066596250E-1,2.502349578E-2,1.206418965E-2,-1.997640170E-2
3.266606250E-1,2.679315396E-2,1.828832086E-3,-1.432523131E-2
3.466626250E-1,2.357943542E-2,3.575732186E-2,-8.583541960E-3
3.666646250E-1,1.316267066E-2,6.806482375E-2,4.958121572E-3
3.866656250E-1,-6.295783445E-3,7.447463274E-2,1.297793817E-2
4.066676250E-1,-2.542565763E-2,7.041649520E-2,1.721263304E-2
4.266686250E-1,-4.120877013E-2,6.008367613E-2,1.802243851E-2
4.466706250E-1,-6.527981162E-2,7.941570878E-2,3.436495736E-2
4.666716250E-1,-9.333651513E-2,1.144297868E-1,6.328218430E-2
4.866736250E-1,-1.185184494E-1,1.366292983E-1,9.165885299E-2
5.066756250E-1,-1.504394561E-1,1.452000141E-1,1.055397466E-1
5.266766250E-1,-1.863860786E-1,1.561396569E-1,1.098828465E-1
5.466786250E-1,-2.304453254E-1,2.017504126E-1,1.230567470E-1
5.666796250E-1,-2.857797742E-1,2.583988607E-1,1.519216001E-1
5.866816250E-1,-3.590448499E-1,2.944107950E-1,1.907558292E-1
6.066826250E-1,-4.454585910E-1,3.159868717E-1,2.423171848E-1
6.266846250E-1,-5.531206131E-1,3.514633179E-1,2.882014513E-1
6.466856250E-1,-6.681704521E-1,4.022211134E-1,3.591708839E-1
6.666876250E-1,-7.908420563E-1,4.738959074E-1,4.569452405E-1
6.866896250E-1,-9.136984348E-1,5.567360520E-1,5.699229240E-1
7.066906250E-1,-1.056983352E0,6.336341500E-1,6.834017038E-1
7.266926250E-1,-1.218962669E0,7.125498652E-1,7.586679459E-1
7.466936250E-1,-1.382402062E0,8.322215080E-1,7.989184856E-1
7.666956250E-1,-1.548298836E0,9.188522100E-1,8.122239709E-1
7.866966250E-1,-1.694820166E0,9.703040123E-1,8.056262136E-1
8.066986250E-1,-1.843294859E0,1.034718871E0,8.115076423E-1
8.267006250E-1,-2.006610155E0,1.127155900E0,8.117314577E-1
8.467016250E-1,-2.183985949E0,1.233278513E0,7.694943547E-1
8.667036250E-1,-2.342957497E0,1.275404692E0,7.026864290E-1
8.867046250E-1,-2.418110371E0,1.226173282E0,6.474080086E-1
9.067066250E-1,-2.434462547E0,1.133732319E0,6.079252958E-1
9.267076250E-1,-2.469264269E0,1.077706099E0,6.011613607E-1
9.467096250E-1,-2.496707439E0,1.089863539E0,5.928887129E-1
9.667116250E-1,-2.495846748E0,1.083806992E0,5.929378271E-1
9.867126250E-1,-2.478946209E0,1.033818483E0,6.240649223E-1
1.006714625E0,-2.405482054E0,8.888006210E-1,6.509062648E-1
1.026715625E0,-2.287311554E0,6.621073484E-1,6.552714109E-1
1.046717625E0,-2.116094828E0,4.774780571E-1,6.562659740E-1
1.066719625E0,-1.942118168E0,4.288193583E-1,6.436706185E-1
1.086720625E0,-1.801737785E0,5.397702456E-1,6.375524998E-1
1.106722625E0,-1.681830406E0,7.227207422E-1,6.262878180E-1
1.126723625E0,-1.569542527E0,7.855123281E-1,5.812129378E-1
1.146725750E0,-1.464248419E0,6.797366142E-1,4.672535360E-1
1.166726750E0,-1.337667227E0,4.836467505E-1,2.891825438E-1
1.186728750E0,-1.204283476E0,2.995263636E-1,1.086008698E-1
1.206730750E0,-1.097826123E0,1.685490310E-1,-3.881577402E-2
1.226731750E0,-1.021231294E0,1.128418818E-1,-1.290928274E-1
1.246733750E0,-9.100172520E-1,1.009317636E-1,-1.865445524E-1
1.266734750E0,-7.269434333E-1,2.073971368E-2,-2.572189569E-1
1.286736750E0,-5.132742524E-1,-7.968965918E-2,-3.250528276E-1
